"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,23.75724895397489,1.296948549475344,23.685962343096232,23.837970711297064,1.1715124208635448,1.439313490656969,0.045335990270500844,0.05042695692129668
2.,47.68621768707482,1.7269309062262506,47.58533333333334,47.77644897959183,1.5315251652486597,1.9411230432445452,0.02575048528058396,0.029112892921565065
3.,71.61479768786127,1.9415578257861483,71.50177263969171,71.74341040462429,1.6920996875488192,2.226588290520081,0.018088271611645376,0.020765194888005933
4.,95.31370967741934,2.711550918676268,95.13351612903226,95.50038709677418,2.2789304321954242,3.131214165361725,0.01581704883001183,0.01884463819182797
5.,117.93273584905688,1.810764824797846,117.72047169811349,118.14500000000028,1.200050539083558,2.3144878706199514,0.00963651613536609,0.01335799410342673
"","","","","","","","",""
