"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.53142857142857,1.4187801882930822,24.40714285714286,24.657857142857143,1.1799099467867376,1.6286205485059355,0.04500082187670301,0.05226019900407528
2.,49.13505747126437,1.9021220159151195,48.997126436781606,49.30172413793103,1.6252984084880637,2.2189323607427056,0.025551236433745336,0.03019974208039508
3.,73.74857142857142,2.543460591133005,73.52142857142857,73.99714285714286,2.075874384236453,3.0464778325123154,0.01927677542450269,0.023441588159638975
4.,98.32731958762886,3.298646907216495,97.95618556701031,98.74484536082474,2.483046069587629,4.002496778350515,0.015813998593709994,0.020861095630075738
5.,122.07,3.9506249999999965,121.44,122.49,2.1562499999999996,6.950624999999998,0.010546467432555554,0.019682228878301435
"","","","","","","","",""
