"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,16.864640883977902,24.916298342541438,16.14779005524862,17.693370165745858,20.193542817679553,30.119026243093924,0.26510659164460454,0.3218839960565291
2.,34.42788461538461,38.0809139283047,33.19471153846154,36.04326923076923,25.87478995519044,48.33383121732636,0.1556758988022793,0.20449489665585033
3.,52.0921052631579,51.8719454887218,50.46052631578947,55.05263157894737,30.591047932330827,81.32389567669172,0.10750510851749494,0.1600135352253056
4.,69.10714285714286,89.01207983193277,64.92857142857143,72.19285714285714,36.09264705882353,149.9719537815126,0.09917425034045003,0.17091107728251603
5.,86.17857142857143,91.56964285714285,83.28571428571429,90.39285714285714,21.744642857142857,140.95714285714286,0.0594539772728196,0.13207923992392637
6.,102.075,65.30625,97.8,106.05,9.381250000000001,112.02499999999999,0.0520945803247124,0.09951207312643168
7.,119.75,45.75000000000001,119.75,122.25,11.999999999999998,11.999999999999998,0.03005728082549028,0.06619302449307811
"","","","","","","","",""
