"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.975723716381417,1.9506819945653637,24.889407090464545,25.076722493887534,1.7287495813235252,2.157649780429923,0.05279265743514596,0.05904202427989862
2.,49.99163688212929,3.2906972717037797,49.84352281368822,50.14888783269962,2.8908029545138465,3.733229854224148,0.034056036736667315,0.03850133951967282
3.,74.95267790262172,4.871123828194084,74.6742509363296,75.19767790262172,4.021755465574053,5.574718306947148,0.02694432511061428,0.03248020969832386
4.,98.35446478873257,4.107563909456741,97.93192957746496,98.8932394366199,3.3154678068410464,5.589391396780685,0.01712758267816325,0.023586598943779583
5.,117.77,4.499999999999999,117.77,119.27,4.499999999999999,4.499999999999999,0.018012399962296363,0.018012399962296363
"","","","","","","","",""
