"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.000927643784788,1.5960994172295406,23.932282003710576,24.075139146567718,1.4657943197537309,1.7360918031431363,0.05054417499737659,0.05477459570491794
2.,48.07602339181287,1.4239560650259528,47.994152046783626,48.15672514619883,1.2956489584617281,1.5611487735732774,0.023641750758697747,0.026038402005647363
3.,72.47867298578198,0.6834843121962925,72.40758293838863,72.5434439178515,0.5984812126302318,0.7715969764233007,0.010751764295170132,0.012108027401402864
4.,96.15980629539952,1.4064387973389125,96.04842615012106,96.27360774818402,1.210442182467853,1.6196901666705847,0.011480483068493813,0.013161421265401768
5.,120.015,0.6078140703517588,119.905,120.115,0.44660804020100503,0.770251256281407,0.005604197995777754,0.007274104333505836
"","","","","","","","",""
