"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.943548387096776,1.2272013949433305,24.794354838709676,25.096774193548388,0.9824705754141237,1.4569093286835224,0.0400404846694205,0.048363268724787585
2.,49.99119718309859,1.8434503296373987,49.764084507042256,50.21830985915493,1.4547123164519031,2.215865672759964,0.02397797549195794,0.029642923881975383
3.,75.03826530612245,2.1035464443509366,74.74744897959184,75.28316326530613,1.6443035977277507,2.598648222175468,0.016957208179823473,0.022446673688889994
4.,100.15086206896552,2.491095735027223,99.77586206896552,100.48706896551724,1.5403244101633395,3.7241379310344827,0.012659327063399258,0.018773338045362263
5.,125.02173913043478,2.7835968379446645,124.30434782608695,125.54347826086956,1.516304347826087,4.086462450592884,0.009834586729734007,0.015920197103319433
"","","","","","","","",""
