"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,21.23972602739726,50.453735704411216,20.363013698630137,22.106164383561644,42.918130262661805,58.927571635038326,0.3057852382034918,0.35605779816545235
2.,44.25,89.586,42.75,45.86904761904762,65.4277142857143,109.62885714285713,0.19469471676056063,0.23164012054703734
3.,64.70454545454545,75.17674825174825,62.64772727272727,66.32954545454545,55.4576486013986,90.59698426573426,0.11189631811981884,0.14973733267857084
4.,83.66666666666667,38.48076923076923,81.86111111111111,85.69444444444444,19.967948717948723,59.967948717948715,0.05334070722222154,0.0865753919328006
5.,102.,34.3125,98.75,105.5,0.,31.6875,0.0574283064404901,0.061389142546745025
"","","","","","","","",""
