"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.25,1.1401734104046244,24.125,24.405172413793103,0.9224387083914689,1.3565626868646603,0.039517148893074915,0.04785218012481664
2.,48.4375,1.5153329439252337,48.15277777777778,48.65972222222222,1.1781055295950156,1.77389992211838,0.02219216330536342,0.028042822995740346
3.,72.66509433962264,2.415729317851959,72.29716981132076,73.0754716981132,1.7177068214804063,3.1357946298984034,0.017368529920365534,0.02536072617775454
4.,97.02272727272727,2.707792207792209,96.44318181818181,97.56818181818181,1.4817370129870133,3.8778409090909087,0.013504139228086779,0.020649774078301816
"","","","","","","","",""
