"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,23.315015479876163,1.2081045805049706,23.189628482972136,23.4171826625387,0.9902349383689403,1.4585216237524758,0.04215047884346696,0.052231077490380515
2.,46.64333333333333,1.3831026785714287,46.50333333333333,46.78666666666667,1.1149553571428572,1.7064732142857142,0.0225676370318011,0.028260309676875192
3.,69.90647482014388,2.0337621207381917,69.63669064748201,70.09532374100719,1.3489208633093526,2.7929113231154212,0.017473093472298525,0.023837661194335953
4.,93.09836065573771,2.4089139344262294,92.70491803278688,93.47950819672131,1.0853483606557375,3.5655737704918034,0.012285902763662796,0.02043839047808059
5.,112.5,6.75,111.,114.,6.75,6.75,0.023094010767585032,0.023094010767585032
"","","","","","","","",""
