"every","mean p2p","var p2p","mean CI low","mean CI high","var CI low","var CI high","cv CI low","cv CI high"
0.,0.,0.,0.,0.,0.,0.,0.,0.
1.,24.021516393442624,1.8074055100182147,23.846311475409838,24.19672131147541,1.5045916818457798,2.140710382513661,0.050563756996928076,0.06139373305249827
2.,48.30416666666667,1.9401361731843574,48.075,48.483333333333334,1.6302374301675977,2.32604748603352,0.025889829624909506,0.031844056102115416
3.,72.38771186440678,2.4397408735332466,72.01906779661017,72.6927966101695,1.8140889830508473,2.958767926988266,0.01846578245687557,0.0239504218285205
4.,96.5875,2.5568326271186437,96.25,97.075,2.0038665254237285,3.2485169491525423,0.013999979812710272,0.01877250952150012
5.,119.86764705882354,1.352481617647059,119.29411764705883,120.57352941176471,0.2771139705882352,2.1259191176470593,0.006622175274555586,0.01178619456877955
"","","","","","","","",""
