time,light
-15.467,0.5791008505467803
-15.3,0.5791008505467803
-14.998,0.5791008505467803
-14.831,0.5791008505467803
-14.665,0.5791008505467803
-14.498,0.5791008505467803
-14.331,0.5791008505467803
-13.997,0.5791008505467803
-13.831,0.5791008505467803
-13.664,0.5791008505467803
-13.497,0.5791008505467803
-13.331,0.5791008505467803
-12.998,0.5791008505467803
-12.832,0.0
-12.665,0.0
-12.498,0.0
-12.332,0.0
-11.998,0.0
-11.832,0.0
-11.665,0.0
-11.498,0.0
-11.332,0.0
-11.165,0.0
-10.998,0.0
-10.832,0.0
-10.665,0.0
-10.498,0.0
-10.332,0.0
-10.165,0.0
-9.9983,0.0
-9.8316,0.0
-9.6649,0.0
-9.4983,0.0
-9.3316,0.0
-9.1649,0.0
-8.9983,0.0
-8.8316,0.0
-8.6649,0.0
-8.4983,0.0
-8.3316,0.0
-7.9962,0.0
-7.8295,0.0
-7.6628,0.0
-7.4962,0.0
-7.3295,0.0
-7.1628,0.0
-6.9962,0.0
-6.8295,0.0
-6.6628,0.0
-6.4962,0.0
-6.3295,0.0
-6.1628,0.0
-5.9962,0.0
-5.8295,0.0
-5.6628,0.0
-5.4962,0.0
-5.3295,0.0
-5.1628,0.0
-4.9962,0.0
-4.8295,0.0
-4.6628,0.0
-4.4962,0.0
-4.3295,0.0
-3.9976,0.0
-3.831,0.0
-3.6643,0.0
-3.4976,0.0
-3.331,0.0
-3.1643,0.0
-2.9976,0.0
-2.831,0.0
-2.6643,0.0
-2.4976,0.0
-2.331,0.0
-2.1643,0.0
-1.9976,0.0
-1.831,0.0
-1.6643,0.0
-1.4976,0.0
-1.331,0.0
-1.1643,0.0
-0.99762,0.0
-0.83096,0.0
-0.66429,0.0
-0.49762,0.0
-0.33096,0.0
0.00083333,1.574542829835801
0.16743,1.574542829835801
0.33413,1.574542829835801
0.50083,1.574542829835801
0.66743,1.574542829835801
0.99993,1.574542829835801
1.1666,1.574542829835801
1.3332,1.574542829835801
1.4999,1.574542829835801
1.6666,1.574542829835801
2.0014,1.574542829835801
2.1681,1.574542829835801
2.3348,1.574542829835801
2.5014,1.574542829835801
2.6681,1.574542829835801
3.0006,1.574542829835801
3.1673,1.574542829835801
3.3339,1.574542829835801
3.5006,1.574542829835801
3.6673,1.574542829835801
4.0004,1.574542829835801
4.1671,1.574542829835801
4.3338,1.574542829835801
4.5004,1.574542829835801
4.6671,1.574542829835801
5.0007,1.574542829835801
5.1674,1.574542829835801
5.3341,1.574542829835801
5.5007,1.574542829835801
5.6674,1.574542829835801
6.0008,1.574542829835801
6.1675,1.574542829835801
6.3341,1.574542829835801
6.5008,1.574542829835801
6.6675,1.574542829835801
6.9999,1.574542829835801
7.1665,1.574542829835801
7.3332,1.574542829835801
7.4999,1.574542829835801
7.6665,1.574542829835801
8.0012,1.574542829835801
8.1679,1.574542829835801
8.3345,1.574542829835801
8.5012,1.574542829835801
8.6679,1.574542829835801
9.0,1.574542829835801
9.1667,1.574542829835801
9.3334,1.574542829835801
9.5,1.574542829835801
9.6667,1.574542829835801
9.9997,1.574542829835801
10.166,1.574542829835801
10.333,1.574542829835801
10.5,1.574542829835801
10.666,1.574542829835801
11.0,1.574542829835801
11.167,1.574542829835801
11.334,0.0
11.5,0.0
11.667,0.0
12.0,0.0
12.167,0.0
12.334,0.0
12.5,0.0
12.667,0.0
12.834,0.0
13.0,0.0
13.167,0.0
13.334,0.0
13.5,0.0
13.667,0.0
13.834,0.0
14.0,0.0
14.167,0.0
14.334,0.0
14.5,0.0
14.667,0.0
14.834,0.0
15.0,0.0
15.167,0.0
15.334,0.0
15.5,0.0
15.667,0.0
16.001,0.0
16.168,0.0
16.334,0.0
16.501,0.0
16.668,0.0
16.834,0.0
17.001,0.0
17.168,0.0
17.334,0.0
17.501,0.0
17.668,0.0
17.834,0.0
18.001,0.0
18.168,0.0
18.334,0.0
18.501,0.0
18.668,0.0
18.834,0.0
19.001,0.0
19.168,0.0
19.334,0.0
19.501,0.0
19.668,0.0
20.0,0.0
20.167,0.0
20.333,0.0
20.5,0.0
20.667,0.0
20.833,0.0
21.0,0.0
21.167,0.0
21.333,0.0
21.5,0.0
21.667,0.0
21.833,0.0
22.0,0.0
22.167,0.0
22.333,0.0
22.5,0.0
22.667,0.0
22.833,0.0
23.0,0.0
23.167,0.0
23.333,0.0
23.5,0.0
23.667,0.0
24.001,0.5642100328176278
24.168,0.5642100328176278
24.335,0.5642100328176278
24.501,0.5642100328176278
24.668,0.5642100328176278
25.001,0.5642100328176278
25.167,0.5642100328176278
25.334,0.5642100328176278
25.501,0.5642100328176278
25.667,0.5642100328176278
25.999,0.5642100328176278
26.166,0.5642100328176278
26.332,0.5642100328176278
26.499,0.5642100328176278
26.666,0.5642100328176278
27.001,0.5642100328176278
27.168,0.5642100328176278
27.335,0.5642100328176278
27.501,0.5642100328176278
27.668,0.5642100328176278
28.001,0.5642100328176278
28.168,0.5642100328176278
28.334,0.5642100328176278
28.501,0.5642100328176278
28.668,0.5642100328176278
29.0,0.5642100328176278
29.167,0.5642100328176278
29.334,0.5642100328176278
29.5,0.5642100328176278
29.667,0.5642100328176278
30.0,0.5642100328176278
30.167,0.5642100328176278
30.334,0.5642100328176278
30.5,0.5642100328176278
30.667,0.5642100328176278
31.001,0.5642100328176278
31.167,0.5642100328176278
31.334,0.5642100328176278
31.501,0.5642100328176278
31.667,0.5642100328176278
32.0,0.5642100328176278
32.167,0.5642100328176278
32.334,0.5642100328176278
32.5,0.5642100328176278
32.667,0.5642100328176278
33.001,0.5642100328176278
33.167,0.5642100328176278
33.334,0.5642100328176278
33.501,0.5642100328176278
33.667,0.5642100328176278
34.0,0.5642100328176278
34.166,0.5642100328176278
34.333,0.5642100328176278
34.5,0.5642100328176278
34.666,0.5642100328176278
35.001,0.0
35.168,0.0
35.335,0.0
35.501,0.0
35.668,0.0
36.0,0.0
36.167,0.0
36.334,0.0
36.5,0.0
36.667,0.0
36.834,0.0
37.0,0.0
37.167,0.0
37.334,0.0
37.5,0.0
37.667,0.0
37.834,0.0
38.0,0.0
38.167,0.0
38.334,0.0
38.5,0.0
38.667,0.0
38.834,0.0
39.0,0.0
39.167,0.0
39.334,0.0
39.5,0.0
39.667,0.0
40.006,0.0
40.173,0.0
40.339,0.0
40.506,0.0
40.673,0.0
40.839,0.0
41.006,0.0
41.173,0.0
41.339,0.0
41.506,0.0
41.673,0.0
41.839,0.0
42.006,0.0
42.173,0.0
42.339,0.0
42.506,0.0
42.673,0.0
42.839,0.0
43.006,0.0
43.173,0.0
43.339,0.0
43.506,0.0
43.673,0.0
44.004,0.0
44.17,0.0
44.337,0.0
44.504,0.0
44.67,0.0
44.837,0.0
45.004,0.0
45.17,0.0
45.337,0.0
45.504,0.0
45.67,0.0
45.837,0.0
46.004,0.0
46.17,0.0
46.337,0.0
46.504,0.0
46.67,0.0
46.837,0.0
47.004,0.0
47.17,0.0
47.337,0.0
47.504,0.0
47.67,0.0
48.003,0.3810476190476191
48.169,0.3810476190476191
48.336,0.3810476190476191
48.503,0.3810476190476191
48.669,0.3810476190476191
49.001,0.3810476190476191
49.167,0.3810476190476191
49.334,0.3810476190476191
49.501,0.3810476190476191
49.667,0.3810476190476191
50.002,0.3810476190476191
50.168,0.3810476190476191
50.335,0.3810476190476191
50.502,0.3810476190476191
50.668,0.3810476190476191
51.002,0.3810476190476191
51.168,0.3810476190476191
51.335,0.3810476190476191
51.502,0.3810476190476191
51.668,0.3810476190476191
52.001,0.3810476190476191
52.168,0.3810476190476191
52.335,0.3810476190476191
52.501,0.3810476190476191
52.668,0.3810476190476191
53.001,0.3810476190476191
53.168,0.3810476190476191
53.335,0.3810476190476191
53.501,0.3810476190476191
53.668,0.3810476190476191
54.001,0.3810476190476191
54.168,0.3810476190476191
54.335,0.3810476190476191
54.501,0.3810476190476191
54.668,0.3810476190476191
55.002,0.3810476190476191
55.168,0.3810476190476191
55.335,0.3810476190476191
55.502,0.3810476190476191
55.668,0.3810476190476191
56.003,0.3810476190476191
56.169,0.3810476190476191
56.336,0.3810476190476191
56.503,0.3810476190476191
56.669,0.3810476190476191
57.003,0.3810476190476191
57.169,0.3810476190476191
57.336,0.3810476190476191
57.503,0.3810476190476191
57.669,0.3810476190476191
58.003,0.3810476190476191
58.169,0.3810476190476191
58.336,0.3810476190476191
58.503,0.3810476190476191
58.669,0.0
59.003,0.0
59.169,0.0
59.336,0.0
59.503,0.0
59.669,0.0
60.002,0.0
60.169,0.0
60.336,0.0
60.502,0.0
60.669,0.0
60.836,0.0
61.002,0.0
61.169,0.0
61.336,0.0
61.502,0.0
61.669,0.0
61.836,0.0
62.002,0.0
62.169,0.0
62.336,0.0
62.502,0.0
62.669,0.0
62.836,0.0
63.002,0.0
63.169,0.0
63.336,0.0
63.502,0.0
63.669,0.0
64.004,0.0
64.171,0.0
64.337,0.0
64.504,0.0
64.671,0.0
64.837,0.0
65.004,0.0
65.171,0.0
65.337,0.0
65.504,0.0
65.671,0.0
65.837,0.0
66.004,0.0
66.171,0.0
66.337,0.0
66.504,0.0
66.671,0.0
66.837,0.0
67.004,0.0
67.171,0.0
67.337,0.0
67.504,0.0
67.671,0.0
68.002,0.0
68.169,0.0
68.335,0.0
68.502,0.0
68.669,0.0
68.835,0.0
69.002,0.0
69.169,0.0
69.335,0.0
69.502,0.0
69.669,0.0
69.835,0.0
70.002,0.0
70.169,0.0
70.335,0.0
70.502,0.0
70.669,0.0
70.835,0.0
71.002,0.0
71.169,0.0
71.335,0.0
71.502,0.0
71.669,0.9779777660137634
72.002,0.9779777660137634
72.168,0.9779777660137634
72.335,0.9779777660137634
72.502,0.9779777660137634
72.668,0.9779777660137634
73.002,0.9779777660137634
73.169,0.9779777660137634
73.335,0.9779777660137634
73.502,0.9779777660137634
73.669,0.9779777660137634
74.003,0.9779777660137634
74.169,0.9779777660137634
74.336,0.9779777660137634
74.503,0.9779777660137634
74.669,0.9779777660137634
75.003,0.9779777660137634
75.169,0.9779777660137634
75.336,0.9779777660137634
75.503,0.9779777660137634
75.669,0.9779777660137634
76.002,0.9779777660137634
76.169,0.9779777660137634
76.336,0.9779777660137634
