time,light
-14.5,0.2000856898029134
-14.333,0.2000856898029134
-14.0,0.2000856898029134
-13.833,0.2000856898029134
-13.667,0.2000856898029134
-13.5,0.2000856898029134
-13.333,0.2000856898029134
-13.001,0.0
-12.834,0.0
-12.667,0.0
-12.501,0.0
-12.334,0.0
-12.002,0.0
-11.835,0.0
-11.668,0.0
-11.502,0.0
-11.335,0.0
-11.168,0.0
-11.002,0.0
-10.835,0.0
-10.668,0.0
-10.502,0.0
-10.335,0.0
-10.168,0.0
-10.002,0.0
-9.8348,0.0
-9.6682,0.0
-9.5015,0.0
-9.3348,0.0
-9.1682,0.0
-9.0015,0.0
-8.8348,0.0
-8.6682,0.0
-8.5015,0.0
-8.3348,0.0
-7.9997,0.0
-7.8331,0.0
-7.6664,0.0
-7.4997,0.0
-7.3331,0.0
-7.1664,0.0
-6.9997,0.0
-6.8331,0.0
-6.6664,0.0
-6.4997,0.0
-6.3331,0.0
-6.1664,0.0
-5.9997,0.0
-5.8331,0.0
-5.6664,0.0
-5.4997,0.0
-5.3331,0.0
-5.1664,0.0
-4.9997,0.0
-4.8331,0.0
-4.6664,0.0
-4.4997,0.0
-4.3331,0.0
-4.0013,0.0
-3.8346,0.0
-3.6679,0.0
-3.5013,0.0
-3.3346,0.0
-3.1679,0.0
-3.0013,0.0
-2.8346,0.0
-2.6679,0.0
-2.5013,0.0
-2.3346,0.0
-2.1679,0.0
-2.0013,0.0
-1.8346,0.0
-1.6679,0.0
-1.5013,0.0
-1.3346,0.0
-1.1679,0.0
-1.0013,0.0
-0.83462,0.0
-0.66795,0.0
-0.50128,0.0
-0.33462,0.0
-0.0014,0.628188687027767
0.1653,0.628188687027767
0.3319,0.628188687027767
0.4986,0.628188687027767
0.6653,0.628188687027767
0.9985,0.628188687027767
1.1652,0.628188687027767
1.3318,0.628188687027767
1.4985,0.628188687027767
1.6652,0.628188687027767
1.9992,0.628188687027767
2.1659,0.628188687027767
2.3325,0.628188687027767
2.4992,0.628188687027767
2.6659,0.628188687027767
2.9988,0.628188687027767
3.1655,0.628188687027767
3.3322,0.628188687027767
3.4988,0.628188687027767
3.6655,0.628188687027767
3.9993,0.628188687027767
4.1659,0.628188687027767
4.3326,0.628188687027767
4.4993,0.628188687027767
4.6659,0.628188687027767
4.9993,0.628188687027767
5.1659,0.628188687027767
5.3326,0.628188687027767
5.4993,0.628188687027767
5.6659,0.628188687027767
5.9989,0.628188687027767
6.1656,0.628188687027767
6.3322,0.628188687027767
6.4989,0.628188687027767
6.6656,0.628188687027767
