"time [h]","sync idx"
0.75,0.9469797621249066
1.5,0.9826006743987843
2.25,0.9895276084144102
3.,0.9908278430044122
3.75,0.9936296289734917
4.5,0.9934155752051207
5.25,0.9937685333965066
6.,0.9945612457467695
6.75,0.9938284976233542
7.5,0.9935143526403613
8.25,0.9929141320979357
9.,0.9911481464946382
9.75,0.9910010939662361
10.5,0.9910168820617784
11.25,0.9902705077993974
12.,0.9907646533120626
12.75,0.9904526521045818
13.5,0.9912131554858729
14.25,0.990585752496128
15.,0.9893330968024551
15.75,0.9885788665636277
16.5,0.9872938939329085
17.25,0.9867914854128108
18.,0.9858252850426789
18.75,0.984951512081303
19.5,0.9831187968912865
20.25,0.980626126106297
21.,0.9768420844472011
21.75,0.9749360308951234
22.5,0.9708264390082477
23.25,0.9693766201467942
24.,0.9689392252459064
24.75,0.9711639702030866
25.5,0.9728078929735553
26.25,0.9753534888933367
27.,0.976180143591841
27.75,0.9770687717521033
28.5,0.9783385622719406
29.25,0.9792659072354981
30.,0.9803639057039203
30.75,0.9802281772719228
31.5,0.9790744603208393
32.25,0.9772563534540534
33.,0.9788827056409688
33.75,0.981841626230712
34.5,0.9842363381188673
35.25,0.9859599031040692
36.,0.9871521314923467
36.75,0.9868958096327266
37.5,0.9869851187463221
38.25,0.9870306812116147
39.,0.9879401966079815
39.75,0.9877855721895568
40.5,0.9876595379659706
41.25,0.9874223096177902
42.,0.9869084120237149
42.75,0.9852101286048638
43.5,0.9827372658559662
44.25,0.9800468141931817
45.,0.9750788750820005
45.75,0.972172479682433
46.5,0.9665232406046758
47.25,0.9613163678318147
48.,0.9573088219846817
48.75,0.9551282241046225
49.5,0.9529955558905282
50.25,0.9530776656036306
51.,0.9495110918652344
51.75,0.9461222381175595
52.5,0.9495893319583147
53.25,0.9508372478550484
54.,0.953404346912964
54.75,0.9518635059287287
55.5,0.9501586785535271
56.25,0.9469814564706953
57.,0.9427732634382259
57.75,0.9369240319649075
58.5,0.9288921063692971
59.25,0.9442461671607713
60.,0.9492624542751781
60.75,0.9433663680803236
61.5,0.9743925251279919
62.25,0.9745317176989894
63.,0.9736561215529912
63.75,0.9744586098505064
64.5,0.9710566483332392
65.25,0.9766483276375769
66.,0.9810216432467037
66.75,0.978725208802862
67.5,0.975358090288482
68.25,0.9696856403379804
69.,0.9637279167543384
69.75,0.958258727971102
70.5,0.9540744847427814
71.25,0.949323149745151
72.,0.9468715296263148
72.75,0.9484009585580838
73.5,0.9445430427540521
74.25,0.9412430840559491
75.,0.9401043185492652
75.75,0.9388885030878353
76.5,0.9347192308131756
77.25,0.9351018830992918
78.,0.9304463706754043
78.75,0.922900035277577
79.5,0.9195645564150621
80.25,0.9220235381172026
81.,0.9315026774325919
81.75,0.9348140060318282
82.5,0.9450373255240914
83.25,0.9520168900056976
84.,0.9552392917531645
84.75,0.9558480492667545
85.5,0.9632189851855397
86.25,0.9595815382168957
87.,0.960008022414181
87.75,0.9648065503641434
88.5,0.9640623057050615
89.25,0.9680477785406868
90.,0.9633469020333113
90.75,0.9697316034565376
91.5,0.9648284420908705
92.25,0.9610818807960914
93.,0.954399710660199
93.75,0.948654919986866
94.5,0.9439521594157857
95.25,0.9403886526683317
96.,0.9358942382144365
96.75,0.9350930705888866
97.5,0.9336415382064238
98.25,0.9319605306393425
99.,0.9264601573756953
99.75,0.923281272603469
100.5,0.9147295216942423
101.25,0.9012400223666145
102.,0.8947140598385315
102.75,0.8818676971822135
103.5,0.8738196626313304
104.25,0.8716076788431172
105.,0.8763096365824194
105.75,0.8787700425160144
106.5,0.8940625780028753
107.25,0.9002743700111353
108.,0.9048164640524347
108.75,0.9015466911767963
109.5,0.9330346173843623
110.25,0.9362909501669137
111.,0.9440945571526044
111.75,0.9527833109977846
112.5,0.9593293607464384
113.25,0.9682143610694284
114.,0.9694092831965034
114.75,0.9757253989735288
115.5,0.9760799812417419
116.25,0.9849031283484613
