"time [h]","sync idx"
0.75,0.8054791830494888
1.5,0.8253995926205796
2.25,0.832464079736325
3.,0.8372708527213699
3.75,0.849870570502431
4.5,0.8531980132638258
5.25,0.8580984504063535
6.,0.8590271890665588
6.75,0.8673058047719225
7.5,0.870620599199649
8.25,0.873148466459485
9.,0.877986154082162
9.75,0.8814011129502001
10.5,0.8832344305021266
11.25,0.8944702957644604
12.,0.9075468924337662
12.75,0.9185925502089204
13.5,0.9242757156765999
14.25,0.9329552474883079
15.,0.9387925655368663
15.75,0.9397471401047458
16.5,0.9439801415461618
17.25,0.9474858104869212
18.,0.9521717114173468
18.75,0.9543233041719976
19.5,0.9569735471172542
20.25,0.9561090252699579
21.,0.9564375380592901
21.75,0.9537233888586777
22.5,0.9533351984419088
23.25,0.9468078651051625
24.,0.9362604301446724
24.75,0.9258853835515726
25.5,0.9132085708804836
26.25,0.9028999023609169
27.,0.8930459190930892
27.75,0.884441356279928
28.5,0.8835778163839606
29.25,0.8791677102174518
30.,0.8689299915094105
30.75,0.8716398057010634
31.5,0.8695619785846564
32.25,0.8597609233816111
33.,0.852175191376078
33.75,0.8468106946485352
34.5,0.84067633819949
35.25,0.8361308139684072
36.,0.8427377986446384
36.75,0.8536285029157163
37.5,0.8613461802385086
38.25,0.8648281843300952
39.,0.8738043167327736
39.75,0.8897934864270156
40.5,0.8992386897197523
41.25,0.9052565252761481
42.,0.910990423004945
42.75,0.9138895378806634
43.5,0.920457966490616
44.25,0.9230192060761864
45.,0.9229729542782722
45.75,0.923441179130141
46.5,0.923640495325364
47.25,0.9161859588499276
48.,0.9093695878284596
48.75,0.9007396471885962
49.5,0.890381641719059
50.25,0.8812045706023899
51.,0.8728803171649583
51.75,0.8691791819482744
52.5,0.8664208775465289
53.25,0.8673679944499529
54.,0.8692257437369422
54.75,0.8726794464815232
55.5,0.8646704715154839
56.25,0.8599136971814779
57.,0.8503161214589499
57.75,0.8433491463589451
58.5,0.850779832202093
59.25,0.8442118271619654
60.,0.8395596693703054
60.75,0.8419318833175362
61.5,0.858669085892893
62.25,0.8744351157152516
63.,0.8885615513409361
63.75,0.8968518247071939
64.5,0.9036961087591763
65.25,0.9160185577463527
66.,0.9198348215215394
66.75,0.9274544260940308
67.5,0.9317019910680786
68.25,0.9324014933355501
69.,0.931681009141188
69.75,0.9331541185989729
70.5,0.9305630904385235
71.25,0.9308153809524369
72.,0.919208927832182
72.75,0.9088170152940663
73.5,0.8990088136647022
74.25,0.8853658722033799
75.,0.8819646379700249
75.75,0.8763181503481803
76.5,0.8704784002897265
77.25,0.8669371192251492
78.,0.8699663180777901
78.75,0.8659737438525157
79.5,0.8598503956075694
80.25,0.8543155690296569
81.,0.8530535576058393
81.75,0.8477148503970323
82.5,0.8354669777695612
83.25,0.8304941334845715
84.,0.8248400520882568
84.75,0.8163206115182028
85.5,0.8256982122932153
86.25,0.8358189357365654
87.,0.8433547765076354
87.75,0.8521842359365037
88.5,0.8574114994199951
89.25,0.8700694273783832
90.,0.8702611417596658
90.75,0.8753943426546591
91.5,0.8601252039819455
92.25,0.875329734409807
93.,0.8418968884396414
