"time [h]","sync idx"
0.75,0.7040597952470906
1.5,0.7808849316918214
2.25,0.8455997251293031
3.,0.8659076537498906
3.75,0.8893489729704629
4.5,0.9260072082240841
5.25,0.945096285307718
6.,0.9515530170210528
6.75,0.9556784901781383
7.5,0.9673031218777858
8.25,0.9731034461725735
9.,0.97551451524729
9.75,0.9790433638049566
10.5,0.9805648971397133
11.25,0.9827302174387563
12.,0.9852722163908264
12.75,0.9871090962241739
13.5,0.9883796610269671
14.25,0.9896054725619561
15.,0.9911947973704587
15.75,0.992145478270618
16.5,0.9930542242378371
17.25,0.9935672706112285
18.,0.992972321084803
18.75,0.9946703738966934
19.5,0.9945867702369741
20.25,0.9935654522466579
21.,0.9936815953259069
21.75,0.9922039857556704
22.5,0.9923571292177344
23.25,0.9913289196607729
24.,0.9883521635153344
24.75,0.9867479479526611
25.5,0.9864991080870192
26.25,0.9843406151920449
27.,0.9851370423888516
27.75,0.9863711507098284
28.5,0.9855471756990719
29.25,0.9856024752443185
30.,0.9843169282934192
30.75,0.9835935158244873
31.5,0.9792343081005666
32.25,0.9764609818851787
33.,0.9734210020213253
33.75,0.9707760160879305
34.5,0.973138637247099
35.25,0.9745016817368551
36.,0.9768850302011085
36.75,0.9755324256657266
37.5,0.9771378223456458
38.25,0.9808076951552019
39.,0.9801778631680855
39.75,0.9825186802137765
40.5,0.9811635282300251
41.25,0.9812527830640615
42.,0.9820991423200371
42.75,0.9825968432335253
43.5,0.9820129442756953
44.25,0.9790535715842944
45.,0.9774111313400425
45.75,0.9733049906708843
46.5,0.9710253234101655
47.25,0.9706808227317544
48.,0.9690890055489817
48.75,0.971453931930553
49.5,0.971940965968038
50.25,0.973952944735035
51.,0.9756982059060724
51.75,0.9735148605195665
52.5,0.9739398647634185
53.25,0.9727231162394439
54.,0.9714117139255927
54.75,0.9713995336656858
55.5,0.9663337887641521
56.25,0.9564683013219029
57.,0.9556756447560764
57.75,0.9511390279418751
58.5,0.9578487676060463
59.25,0.966311385176528
60.,0.9668492543031946
60.75,0.9725760175792493
61.5,0.9736763091339287
62.25,0.9752919585051044
63.,0.962247398913631
63.75,0.9814718423292997
64.5,0.9824520383223964
65.25,0.9823020749169274
66.,0.9820344669727101
66.75,0.9808397210303472
67.5,0.9796560987164737
68.25,0.9750702497626622
69.,0.9748831613487523
69.75,0.9710114758866817
70.5,0.9702452266999171
71.25,0.9649308415947764
72.,0.9604743285081542
72.75,0.9612817035339635
73.5,0.9637240351564914
74.25,0.9664766109666112
75.,0.9679377144565317
75.75,0.9688816145664358
76.5,0.969247260065988
77.25,0.9653043248027088
78.,0.9607130846068214
78.75,0.9557963132201821
79.5,0.9506791954266394
80.25,0.9455008913107111
81.,0.9419293363269182
81.75,0.9454190908295065
82.5,0.9476133788598293
83.25,0.9484855540315449
84.,0.9515240555237059
84.75,0.9535029435288823
85.5,0.9531969116627603
86.25,0.9525953080015722
87.,0.9523699510028859
87.75,0.9534285132019473
88.5,0.9498546947639538
89.25,0.9522192124167552
90.,0.9351447026461753
90.75,0.9589934990518578
91.5,0.9550544314550751
92.25,0.9532233248292022
93.,0.9535686768291315
93.75,0.9455369052035877
94.5,0.9475718816939045
95.25,0.9434847038293735
96.,0.945524407608177
96.75,0.9513676405978561
97.5,0.9519306330743296
98.25,0.9509818830995764
99.,0.9510864227919891
99.75,0.9552001235747721
100.5,0.9553262199268692
101.25,0.9528734783380282
102.,0.9511536082428947
102.75,0.9498333334232448
103.5,0.9380925278750276
104.25,0.9354401512779595
105.,0.9313424855390245
105.75,0.9358309980932348
106.5,0.9459160361955117
107.25,0.9513363993121726
108.,0.9579854622770756
108.75,0.9586366079461277
109.5,0.9615078571002342
110.25,0.9659292968495936
111.,0.9724250675864122
111.75,0.9740797488730633
112.5,0.9763767457627112
113.25,0.9729411873773375
114.,0.9720911717055221
114.75,0.971711891907878
115.5,0.9719986425156605
116.25,0.969154453537356
117.,0.9635844636354981
117.75,0.9579486190668868
118.5,0.9596367864214204
119.25,0.95661648613725
120.,0.9568091508463517
120.75,0.9585231786922278
121.5,0.9575594275867018
122.25,0.9568508572839776
123.,0.9182500028965941
123.75,0.9636411444775079
124.5,0.961115121054698
125.25,0.9552946555275318
126.,0.9521690836661393
126.75,0.9422277809110701
127.5,0.9362124546223409
128.25,0.9294073137215748
129.,0.9253072796143966
129.75,0.9254474840375596
130.5,0.9226000529102636
131.25,0.9285792000078918
132.,0.9323391783928998
132.75,0.9249089427101135
133.5,0.9192342184528614
134.25,0.9194290285405944
135.,0.915913714365777
135.75,0.9053318000481809
136.5,0.9168026637002902
137.25,0.8824609427598528
