-95.25,3851.4684707514466
-94.5,2635.819129681299
-93.75,1353.322272312808
-93.,64.70672177521031
-92.25,-1182.3577369153275
-91.5,-2343.4244831325077
-90.75,-3386.300237942186
-90.,-4287.487823158492
-89.25,-5029.413432720095
-88.5,-5598.19801318828
-87.75,-5995.7894365288275
-87.,-6214.986358911057
-86.25,-6256.429929079432
-85.5,-6110.673657974195
-84.75,-5773.94255799605
-84.,-5254.130133055166
-83.25,-4555.334199029633
-82.5,-3682.040940250729
-81.75,-2647.1760038182015
-81.,-1478.0838956400996
-80.25,-218.25436127610502
-79.5,1082.7742041808558
-78.75,2379.601733141174
-78.,3615.7830275287356
-77.25,4743.325266348683
-76.5,5699.8260071059585
-75.75,6437.140223363891
-75.,6919.401923953452
-74.25,7119.707439460873
-73.5,7021.550823200694
-72.75,6628.396927199178
-72.,5962.849835128597
-71.25,5062.749442351743
-70.5,3978.5776136062477
-69.75,2765.690185426474
-69.,1476.925099893129
-68.25,170.37305086366652
-67.5,-1105.7272907145261
-66.75,-2308.0517545008547
-66.,-3398.545494033205
-65.25,-4346.278638105638
-64.5,-5128.5342895696685
-63.75,-5736.6085658338125
-63.,-6159.576197902103
-62.25,-6391.428679159882
-61.5,-6429.719546363776
-60.75,-6271.750678185003
-60.,-5919.1669807308745
-59.25,-5372.501619634414
-58.5,-4631.43133196705
-57.75,-3707.9730736051906
-57.,-2621.26055160009
-56.25,-1412.2616521668062
-55.5,-117.10749151844962
-54.75,1219.1107764315705
-54.,2544.852091772403
-53.25,3804.0347276156945
-52.5,4939.450192898086
-51.75,5896.261735560961
-51.,6629.089829847879
-50.25,7099.2949621931075
-49.5,7275.754438440966
-48.75,7145.583395519846
-48.,6716.434092486345
-47.25,6016.267351093302
-46.5,5084.72882395877
-45.75,3970.08093376864
-45.,2726.697910497179
-44.25,1409.9652411668953
-43.5,77.87935786985162
-42.75,-1220.3360390916175
-42.,-2439.647176940684
-41.25,-3543.662886890756
-40.5,-4500.696783300034
-39.75,-5285.622942152591
-39.,-5889.001205469114
-38.25,-6300.6253518991
-37.5,-6515.24552420203
-36.75,-6530.27095842114
-36.,-6341.047819177458
-35.25,-5950.924851345188
-34.5,-5362.257383743823
-33.75,-4580.999749860221
-33.,-3622.352937019956
-32.25,-2505.9626432117498
-31.5,-1264.9693421688894
-30.75,58.54801635418754
-30.,1413.8715637566727
-29.25,2749.784186142265
-28.5,4013.973900920148
-27.75,5146.11074949277
-27.,6094.757268232585
-26.25,6809.456638712722
-25.5,7251.639234582525
-24.75,7392.862939804367
-24.,7225.023011390785
-23.25,6759.755276295216
-22.5,6022.825417226475
-21.75,5056.137004353695
-21.,3909.2426632596885
-20.25,2636.349895346951
-19.5,1295.6386479411874
-18.75,-56.81608389871034
-18.,-1371.7656584139088
-17.25,-2603.031373929958
-16.5,-3711.8735187913107
-15.75,-4668.6446759001665
-15.,-5448.618838773427
-14.25,-6037.732506303312
-13.5,-6430.155875262177
-12.75,-6621.791798928624
-12.,-6611.622357023384
-11.25,-6398.642539050734
-10.5,-5984.094283519069
