-134.25,327747.13572806865
-133.5,322727.80674447387
-132.75,318880.46435587906
-132.,311459.8298036488
-131.25,301324.9735362835
-130.5,288875.29803292087
-129.75,275000.83163504396
-129.,257477.57117679864
-128.25,237724.08687426202
-127.5,215415.6134249833
-126.75,190491.14190466944
-126.,163721.1307670923
-125.25,134481.56271013958
-124.5,104090.17686688034
-123.75,71878.75977061871
-123.,38241.939785762115
-122.25,3414.395676571366
-121.5,-31186.808501094103
-120.75,-65097.90736938872
-120.,-97576.504590126
-119.25,-128374.72627009603
-118.5,-157354.47392466772
-117.75,-183873.16980889288
-117.,-208238.84111897857
-116.25,-228030.29584700445
-115.5,-245333.3661897046
-114.75,-259714.55474822412
-114.,-271502.862255744
-113.25,-281173.26812859316
-112.5,-288075.85821093695
-111.75,-291666.667194322
-111.,-291636.0748396106
-110.25,-287529.3626546049
-109.5,-279937.1580022376
-108.75,-268901.02059627936
-108.,-254445.48814276812
-107.25,-236921.13529036765
-106.5,-216696.33792148702
-105.75,-193903.24788385868
-105.,-168413.36994859632
-104.25,-141262.89315046495
-103.5,-112580.91659226347
-102.75,-83233.54040269784
-102.,-53168.27345251375
-101.25,-22881.525325084312
-100.5,7030.181329194562
-99.75,36262.746070037676
-99.,64009.48476844589
-98.25,90020.580460637
-97.5,114017.91739455721
-96.75,135935.17052099944
-96.,155383.59014820994
-95.25,172223.4330454834
-94.5,186475.72894552094
-93.75,197940.54960474028
-93.,206707.12342487343
-92.25,212662.69419169516
-91.5,215624.71008688386
-90.75,215631.98105370288
-90.,212816.8550268956
-89.25,207400.6647663279
-88.5,199543.28960162355
-87.75,189765.01728190258
-87.,177899.13478992466
-86.25,164197.15424681557
-85.5,149184.67897403167
-84.75,132682.16581358446
-84.,115046.2680465539
-83.25,96566.62468032185
-82.5,77352.52283802342
-81.75,57513.05681503176
-81.,37051.78240657046
-80.25,15942.434340193482
-79.5,-5187.250808518153
-78.75,-26566.558465497983
-78.,-48002.949935992896
-77.25,-69081.30032512601
-76.5,-89800.03852097859
-75.75,-109995.9146340405
-75.,-129361.86292952701
-74.25,-148096.61515581113
-73.5,-166097.72754432526
-72.75,-182820.79956661505
-72.,-198560.65026037878
-71.25,-212881.66684632387
-70.5,-225943.6206264727
-69.75,-237572.60546273337
-69.,-247426.6133195208
-68.25,-255131.04025179418
-67.5,-260418.99732837657
-66.75,-263161.62799359724
-66.,-263438.2514109727
-65.25,-260801.4115511724
