"#phase","CV^2","1/E[YFP]]"
0.,0.0028891129556492265,0.017993945466168757
0.01,0.002890045628995062,0.018752784327809427
0.02,0.002893066687313938,0.019499345380342318
0.03,0.00289861101750175,0.020227182519750187
0.04,0.0029071135064543947,0.020929849642015785
0.05,0.0029190090410677666,0.021600900643121857
0.06,0.0029347325082377616,0.022233889419051158
0.07,0.0029547187948602755,0.02282236986578644
0.08,0.0029794027878312043,0.023359895879310453
0.09,0.0030092193740464427,0.02384002135560595
0.1,0.0030446034404018876,0.024256300190655677
0.11,0.003085989873793434,0.02460228628044239
0.12,0.003133813561116977,0.024871533520948834
0.13,0.0031885093892684135,0.02505759580815777
0.14,0.0032505122451436386,0.02515402703805194
0.15,0.0033202570156385474,0.025154381106614096
0.16,0.003398178587649036,0.025052211909826993
0.17,0.0034847118480710007,0.02484107334367338
0.18,0.003580291683800336,0.024514519304136007
0.19,0.0036853529817329382,0.024066103687197627
0.2,0.0038003306287647033,0.02348938038884099
0.21,0.0039622113622063805,0.02192887654435418
0.22,0.0041326629548775065,0.020278628977729442
0.23,0.004309905030012468,0.018583647752264353
0.24,0.004492157210845656,0.016888942931256503
0.25,0.00467763912061146,0.015239524578003462
0.26,0.004864570382544268,0.013680402755802812
0.27,0.00505117061987847,0.012256587527952134
0.28,0.005235659455848456,0.011013088957749006
0.29,0.005416256513688614,0.009994917108491016
0.3,0.0055911814166333335,0.009247082043475728
0.31,0.005722496814057962,0.010049000823568074
0.32,0.005846770634804964,0.011136463969191181
0.33,0.005964413833857762,0.012479668998335516
0.34,0.006075837366199778,0.014048813428991546
0.35000000000000003,0.0061814521868144325,0.01581409477914973
0.36,0.006281669250685149,0.017745710566800535
0.37,0.006376899512795351,0.019813858309934446
0.38,0.0064675539281284595,0.02198873552654192
0.39,0.0065540434516678965,0.024240539734613424
0.4,0.006636779038397084,0.026539468452139423
0.41000000000000003,0.006747097702224747,0.028874424035311805
0.42,0.006852610032607471,0.031195765537361947
0.43,0.006951852677927146,0.03347255684972268
0.44,0.007043362286565661,0.035673861863826796
0.45,0.007125675506904904,0.0377687444711071
0.46,0.007197328987326763,0.039726268562996395
0.47000000000000003,0.0072568593762131275,0.041515498030927495
0.48,0.007302803321945886,0.043105496766333184
0.49,0.007333697472906926,0.04446532866064631
0.5,0.00734807847747814,0.04556405760529964
0.51,0.007286377355568435,0.04556023193047671
0.52,0.007208757937273466,0.04528255324408684
0.53,0.0071172784242159075,0.044749207592790066
0.54,0.007013997018018435,0.04397838102324642
0.55,0.0069009719203037235,0.04298825958211594
0.56,0.0067802613326944485,0.041797029316058665
0.5700000000000001,0.006653923456813284,0.040422876271734624
0.58,0.006524016494282909,0.03888398649580387
0.59,0.006392598646725994,0.037198546034926415
0.6,0.006261728115765217,0.0353847409357623
0.61,0.006177202093709174,0.03327756284778163
0.62,0.0060946889435742595,0.031089494905573167
0.63,0.006013596019062791,0.028849825846535712
0.64,0.005933330673877083,0.0265878444080681
0.65,0.005853300261719453,0.02433283932756914
0.66,0.005772912136292217,0.02211409934243766
0.67,0.005691573651297692,0.019960913190072472
0.68,0.0056086921604381924,0.0179025696078724
0.6900000000000001,0.005523675017416037,0.015968357333236254
0.7000000000000001,0.00543592957593354,0.014187565103562866
0.71,0.005323530475252606,0.013339350515821299
0.72,0.005208510675300229,0.012657686850290398
0.73,0.0050915704215629964,0.012126416246819286
0.74,0.00497340995952749,0.011729380845257069
0.75,0.004854729534680296,0.011450422785452854
0.76,0.004736229392507996,0.011273384207255746
0.77,0.004618609778497175,0.011182107250514857
0.78,0.0045025709381344165,0.011160434055079292
0.79,0.004388813116906304,0.011192206760798159
0.8,0.004278036560299423,0.011261267507520566
0.81,0.004181839992175487,0.011115494483178053
0.8200000000000001,0.0040893646658050325,0.010988994625108058
0.8300000000000001,0.004000650312833725,0.010879910918730447
0.84,0.003915736664907234,0.01078638634946509
0.85,0.003834663453671223,0.010706563902731859
0.86,0.0037574704107713602,0.010638586563950617
0.87,0.003684197267853313,0.01058059731854124
0.88,0.003614883756562748,0.010530739151923593
0.89,0.0035495696085453316,0.010487155049517546
0.9,0.003488294555446731,0.010447987996742968
0.91,0.003430561130928782,0.010352387793744103
0.92,0.0033769788220745483,0.010261065955778604
0.93,0.003327619917983262,0.0101757408128285
0.9400000000000001,0.0032825567077541546,0.010098130694875819
0.9500000000000001,0.0032418614804864587,0.010029953931902591
0.96,0.003205606525279408,0.009972928853890842
0.97,0.0031738641312322327,0.009928773790822602
0.98,0.003146706587444166,0.009899207072679899
0.99,0.003124206183014441,0.00988594702944476
1.,0.0031064352070422885,0.009890711991099215
1.01,0.0030896135586876696,0.00992297671142708
1.02,0.003077899395167226,0.009976233010317578
1.03,0.0030715984837583286,0.010051729131461717
1.04,0.0030710165917383465,0.010150713318550513
1.05,0.00307645948638465,0.010274433815274972
1.06,0.00308823293497461,0.010424138865326109
1.07,0.0031066427047855955,0.01060107671239493
1.08,0.003131994563094977,0.010806495600172451
1.09,0.0031645942771801245,0.01104164377234968
1.1,0.0032047476143184078,0.011307769472617626
1.11,0.0032574154085970464,0.011741848062739983
1.12,0.0033179662352223584,0.012201174782391282
1.1300000000000001,0.00338642373621051,0.012678771989318736
1.1400000000000001,0.003462811553577669,0.013167662041269556
1.1500000000000001,0.0035471533293400023,0.013660867295990952
1.16,0.0036394727055136748,0.014151410111230129
1.17,0.0037397933241148577,0.01463231284473432
1.18,0.003848138827159716,0.015096597854250724
1.19,0.003964532856664417,0.015537287497526555
1.2,0.004088999054645127,0.015947404132309023
1.21,0.004227298637063682,0.016250858260819772
1.22,0.004373369940236299,0.01651397269363616
1.23,0.00452688887442486,0.016733958385809985
1.24,0.0046875313498912505,0.016908026292393036
1.25,0.004854973276897353,0.017033387368437108
1.26,0.005028890565705053,0.017107252568993987
1.27,0.005208959126576235,0.017126832849115474
1.28,0.005394854869772781,0.01708933916385336
1.29,0.005586253705556577,0.01699198246825943
1.3,0.005782831544189506,0.016831973717385484
1.31,0.005996160802596916,0.016433945762504773
1.32,0.006213299883973381,0.015978146941464506
1.33,0.006433203698176939,0.015472247488333361
1.34,0.006654827155065629,0.01492391763718001
1.35,0.006877125164497487,0.014340827622073126
1.36,0.007099052636330552,0.013730647677081383
1.37,0.007319564480422863,0.013101048036273454
1.3800000000000001,0.007537615606632455,0.01245969893371801
1.3900000000000001,0.007752160924817368,0.011814270603483732
1.4000000000000001,0.00796215534483564,0.011172433279639286
1.41,0.008179619217875864,0.010435996699931008
1.42,0.008389650167536402,0.009724907382405798
1.43,0.008590411258746163,0.009053251348788241
1.44,0.008780065556434059,0.008435114620802915
1.45,0.008956776125529002,0.007884583220174391
1.46,0.009118706030959906,0.007415743168627246
1.47,0.009264018337655684,0.007042680487886051
1.48,0.00939087611054525,0.006779481199675382
1.49,0.009497442414557513,0.00664023132571981
1.5,0.00958188031462139,0.006639016887743912
1.51,0.00960699037329302,0.007355637885919253
1.52,0.009608441339836076,0.00820418066785996
1.53,0.009586539461141456,0.009164445559627152
1.54,0.00954159098410006,0.010216232887281951
1.55,0.009473902155602783,0.011339342976885478
1.56,0.009383779222540528,0.012513576154498846
1.57,0.009271528431804194,0.013718732746183182
1.58,0.00913745603028468,0.014934613077999603
1.59,0.008981868264872883,0.01614101747600923
1.6,0.008805071382459704,0.01731774626627318
1.61,0.008561264926639715,0.018295119617413882
1.62,0.008299656193254465,0.019211477416412284
1.6300000000000001,0.008023345774849177,0.020055679392810638
1.6400000000000001,0.007735434263969071,0.02081658527615119
1.6500000000000001,0.0074390222531593685,0.021483054795976196
1.6600000000000001,0.007137210334965294,0.022043947681827908
1.67,0.0068330991019320735,0.02248812366324857
1.68,0.006529789146604917,0.022804442469780455
1.69,0.006230381061529053,0.022981763830965802
1.7,0.005937975439249702,0.023008947476346867
1.71,0.005706230075934141,0.02231032301192426
1.72,0.005484624287558749,0.02147349423766317
1.73,0.005273194593721954,0.02052153482998718
1.74,0.005071977514022187,0.01947751846531985
1.75,0.004881009568057879,0.018364518820084753
1.76,0.004700327275427462,0.017205609570705445
1.77,0.004529967155729365,0.01602386439360549
1.78,0.004369965728562021,0.014842356965208461
1.79,0.004220359513523859,0.013684160961937919
1.8,0.0040811850302133095,0.012572350060217426
1.81,0.003960665905659236,0.01198541805776488
1.82,0.003850155363700521,0.011463417290237133
1.83,0.0037491937356064773,0.011001820214585364
1.84,0.003657321352646419,0.010596099287760756
1.85,0.003574078546089659,0.010241726966714488
1.86,0.0034990056472055113,0.00993417570839774
1.87,0.00343164298726329,0.009668917969761697
1.8800000000000001,0.0033715308975323086,0.009441426207757538
1.8900000000000001,0.0033182097092818805,0.009247172879336444
1.9000000000000001,0.00327121975378132,0.009081630441449596
1.9100000000000001,0.0032241011654542077,0.0088406570754661
1.92,0.003182758120709272,0.008625376742742373
1.93,0.0031470945991095046,0.008437299129052743
1.94,0.003117014580217902,0.008277933920171551
1.95,0.0030924220435974577,0.008148790801873137
1.96,0.0030732209688111665,0.008051379459931835
1.97,0.003059315335422023,0.007987209580121984
1.98,0.0030506091229930217,0.007957790848217922
1.99,0.003047006311087157,0.007964632949993984
2.,0.003048410879267423,0.008009245571224509
2.0100000000000002,0.0030517784807747666,0.008173212171601727
2.02,0.0030601401079379904,0.008373115706987051
2.0300000000000002,0.00307357842676385,0.008605612907159811
2.04,0.003092176103259099,0.0088673605018993
2.05,0.0031160158034304925,0.00915501522098484
2.06,0.0031451801932847875,0.009465233794195763
2.07,0.003179751938828736,0.009794672951311352
2.08,0.0032198137060690957,0.010139989422110949
2.09,0.003265448161012618,0.01049783993637384
2.1,0.0033167379696660624,0.010864881223879368
2.11,0.003374149742797812,0.011252688644942542
2.12,0.0034373589322735003,0.011642096139380574
2.13,0.0035064249347203846,0.012028856277546336
2.14,0.0035814071467657324,0.012408721629792768
2.15,0.0036623649650367996,0.012777444766472738
2.16,0.0037493577861608548,0.013130778257939192
2.17,0.003842445006765153,0.013464474674544999
2.18,0.003941686023476964,0.013774286586643094
2.19,0.004047140232923541,0.014055966564586358
2.2,0.004158867031732155,0.014305267178727722
2.21,0.0042814504591333746,0.014463980128612799
2.22,0.004410151048387318,0.01458508921120828
2.23,0.0045447539753574,0.014667617352673567
2.24,0.004685044415907057,0.014710587479168067
2.25,0.004830807545899702,0.014713022516851188
2.2600000000000002,0.004981828541198771,0.014673945391882336
2.27,0.005137892577667677,0.01459237903042092
2.2800000000000002,0.005298784831169859,0.014467346358626343
2.29,0.005464290477568724,0.01429787030265802
2.3000000000000003,0.005634194692727716,0.014082973788675344
2.31,0.0058180534025983706,0.01369566605027564
2.32,0.006005288866283984,0.013268620899669018
