"#phase","CV^2","1/E[YFP]]"
0.30000000000000004,0.005095526976569068,0.004418488342950281
0.31000000000000005,0.005097610969835003,0.005159237147266764
0.32000000000000006,0.005103042113160979,0.005797777081202296
0.33000000000000007,0.005111438256923009,0.006340955790007119
0.34,0.005122417251497107,0.0067956209189314765
0.35000000000000003,0.005135596947259284,0.007168620113225618
0.36000000000000004,0.005150595194585556,0.007466801018139783
0.37000000000000005,0.0051670298438519354,0.007697011278924219
0.38000000000000006,0.005184518745434435,0.007866098540829168
0.39,0.005202679749709068,0.007980910449104876
0.4,0.0052211307070518485,0.008048294649001586
0.41000000000000003,0.005239489467838789,0.008075098785769544
0.42000000000000004,0.005257373882445904,0.008068170504658995
0.43000000000000005,0.005274401801249205,0.00803435745092018
0.44000000000000006,0.005290191074624706,0.007980507269803346
0.45000000000000007,0.00530435955294842,0.007913467606558738
0.4600000000000001,0.005316525086596362,0.007840086106436599
0.4700000000000001,0.005326305525944543,0.007767210414687174
0.48000000000000004,0.005333318721368978,0.007701688176560707
0.49000000000000005,0.00533718252324568,0.007650367037307443
0.5,0.00533751478195066,0.007620094642177625
0.51,0.005326372445162017,0.007825328778522416
0.52,0.005311392502480827,0.008052724516636542
0.53,0.005292651040810249,0.008296547068915645
0.54,0.005270224147053444,0.008551061647755372
0.55,0.00524418790811357,0.008810533465551364
0.56,0.005214618410893789,0.009069227734699262
0.5700000000000001,0.00518159174229726,0.009321409667594715
0.5800000000000001,0.005145183989227142,0.009561344476633364
0.5900000000000001,0.005105471238586596,0.009783297374210851
0.6000000000000001,0.005062529577278781,0.009981533572722821
0.6100000000000001,0.005018842764819869,0.010009475495839224
0.6200000000000001,0.004971933295947704,0.010010767071270833
0.6300000000000001,0.004921731338013142,0.009988209438002727
0.6400000000000001,0.004868167058367038,0.009944603735019986
0.6500000000000001,0.00481117062436025,0.009882751101307687
0.66,0.004750672203343634,0.009805452675850913
0.67,0.004686601962668043,0.009715509597634741
0.68,0.004618890069684334,0.00961572300564425
0.6900000000000001,0.004547466691743365,0.00950889403886452
0.7000000000000001,0.00447226199619599,0.009397823836280631
0.7100000000000001,0.004382095525037299,0.009316236832381669
0.72,0.004288681442207598,0.009234136731527252
0.73,0.004192623286291424,0.009152450533581002
0.74,0.004094524595873318,0.009072105238406547
0.75,0.003994988909537818,0.008994027845867508
0.76,0.003894619765869463,0.008919145355827511
0.77,0.003794020703452792,0.008848384768150181
0.78,0.0036937952608723434,0.008782673082699144
0.79,0.0035945469767126566,0.00872293729933802
0.8,0.0034968793895582702,0.008670104417930436
0.81,0.0034076546780874998,0.008697886299762338
0.8200000000000001,0.003320838429270272,0.008730013879552462
0.8300000000000001,0.0032366548701702916,0.008763002953441871
0.8400000000000001,0.0031553282278512624,0.008793369317571622
0.8500000000000001,0.0030770827293768884,0.008817628768082775
0.8600000000000001,0.0030021426018108734,0.00883229710111639
0.8700000000000001,0.0029307320722169214,0.008833890112813528
0.88,0.002863075367658737,0.008818923599315246
0.89,0.0027993967152000225,0.008783913356762606
0.9,0.002739920341904483,0.008725375181296666
0.91,0.0026884538651354636,0.00847059800136438
0.92,0.0026414209464873514,0.008195580654600557
0.93,0.002598828637854176,0.007907095110945898
0.9400000000000001,0.0025606839911299644,0.0076119133403411065
0.9500000000000001,0.0025269940582087467,0.007316807312726883
0.9600000000000001,0.002497765890984551,0.007028548998043931
0.9700000000000001,0.0024730065413514067,0.006753910366232953
0.9800000000000001,0.0024527230612033414,0.00649966338723465
0.9900000000000001,0.0024369225024343847,0.006272580030989726
1.,0.002425611916938565,0.006079432267438884
1.01,0.0024160566462319223,0.0060354763233400385
1.02,0.002411171616851807,0.0060324251083732116
1.03,0.00241113004495758,0.006070475789035636
1.04,0.0024161051467086023,0.006149825531824547
1.05,0.0024262701382642355,0.006270671503237179
1.06,0.0024417982357838406,0.006433210869770766
1.07,0.002462862655426779,0.0066376407979225425
1.08,0.0024896366133524126,0.006884158454189744
1.09,0.0025222933257201016,0.007172961005069604
1.1,0.0025610060086892084,0.007504245617059357
1.11,0.0026065970758972997,0.008027265140726183
1.12,0.002658551200723822,0.008584127380674949
1.1300000000000001,0.0027170022540264262,0.00916599582558047
1.1400000000000001,0.0027820841066627643,0.009764033964117562
1.15,0.002853930629490487,0.010369405284961022
1.1600000000000001,0.0029326756933672504,0.010973273276785708
1.17,0.0030184531691507,0.011566801428266377
1.1800000000000002,0.0031113969276984946,0.012141153228077897
1.19,0.0032116408398682786,0.012687492164895032
1.2000000000000002,0.003319318776517712,0.013196981727392641
1.21,0.0034449434613076277,0.013546517872448555
1.2200000000000002,0.0035776408909104864,0.013848456925491956
1.23,0.003716915914801917,0.014100887680155017
1.2400000000000002,0.003862273382457571,0.014301898930069968
1.25,0.004013218143353077,0.014449579468868993
1.26,0.004169255046964084,0.01454201809018431
1.27,0.004329888942766229,0.014577303587648117
1.28,0.004494624680235154,0.014553524754892622
