"#phase","CV^2","1/E[YFP]]"
0.30000000000000004,0.0060426611879871904,0.009259287959149638
0.31000000000000005,0.006053808289981327,0.010337063555271057
0.32000000000000006,0.00606454398527277,0.01119027103352218
0.33000000000000007,0.006074708453776675,0.011834761418208687
0.34,0.006084141875408197,0.012286385733636261
0.35000000000000003,0.006092684430082491,0.012560995004110585
0.36000000000000004,0.006100176297714713,0.012674440253937342
0.37000000000000005,0.006106457658220017,0.01264257250742221
0.38000000000000006,0.006111368691513559,0.012481242788870871
0.39,0.006114749577510494,0.012206302122589012
0.4,0.006116440496125979,0.01183360153288231
0.41000000000000003,0.006116281627275166,0.011378992044056449
0.42000000000000004,0.006114113150873213,0.010858324680417107
0.43000000000000005,0.006109775246835274,0.01028745046626997
0.44000000000000006,0.006103108095076504,0.00968222042592072
0.45000000000000007,0.006093951875512059,0.009058485583675039
0.4600000000000001,0.006082146768057094,0.008432096963838606
0.4700000000000001,0.006067532952626763,0.007818905590717105
0.48000000000000004,0.006049950609136223,0.007234762488616219
0.49000000000000005,0.006029239917500629,0.006695518681841625
0.5,0.006005241057635135,0.006217025194699011
0.51,0.005976591563972124,0.006259827587188505
0.52,0.005944407149514541,0.006368131163939858
0.53,0.0059086008817825575,0.006530835765277269
0.54,0.005869085828296345,0.00673684123152494
0.55,0.005825775056576076,0.006975047403007069
0.56,0.005778581634141923,0.007234354120047857
0.5700000000000001,0.005727418628514056,0.007503661222971503
0.5800000000000001,0.005672199107212647,0.007771868552102209
0.5900000000000001,0.005612836137757869,0.008027875947764173
0.6000000000000001,0.005549242787669893,0.008260583250281594
0.6100000000000001,0.005473903687905293,0.00819889850627581
0.6200000000000001,0.00539461055082442,0.008107470428180118
0.6300000000000001,0.005311726652224029,0.007990955934724955
0.6400000000000001,0.005225615267900872,0.007854011944640752
0.6500000000000001,0.005136639673651703,0.007701295376657943
0.66,0.005045163145273277,0.007537463149506966
0.67,0.004951548958562345,0.00736717218191825
0.68,0.004856160389315661,0.0071950793926222325
0.6900000000000001,0.004759360713329981,0.007025841700349347
0.7000000000000001,0.004661513206402055,0.0068641160238300265
0.7100000000000001,0.004563592377754388,0.006815834326093425
0.72,0.004465313225307938,0.006778240600098608
0.73,0.004367001980409414,0.00674985388310336
0.74,0.004268984874405523,0.006729193212365465
0.75,0.004171588138642973,0.006714777625142709
0.76,0.004075138004468474,0.006705126158692876
0.77,0.0039799607032287325,0.00669875785027375
0.78,0.003886382466270458,0.006694191737143118
0.79,0.0037947295249403574,0.006689946856558761
0.8,0.0037053281105851395,0.006684542245778466
0.81,0.0036218627724108315,0.00667896263305799
0.8200000000000001,0.0035410978894891056,0.006669111928839085
0.8300000000000001,0.003463156158750955,0.006653359734561477
0.8400000000000001,0.00338816027712737,0.006630075651664891
0.8500000000000001,0.0033162329415493434,0.006597629281589055
0.8600000000000001,0.0032474968489478663,0.006554390225773692
0.8700000000000001,0.0031820746962539313,0.006498728085658529
0.88,0.0031200891803985303,0.006429012462683292
0.89,0.0030616629983126545,0.0063436129582877055
0.9,0.0030069188469272956,0.006240899173911496
0.91,0.002957007448935419,0.006004631624595981
0.92,0.0029109611709144086,0.005754735003415562
0.93,0.0028688404052036216,0.00549652491704623
0.9400000000000001,0.002830705544142415,0.005235316972163978
0.9500000000000001,0.002796616980070146,0.0049764267754447995
0.9600000000000001,0.0027666351053261718,0.004725169933564687
0.9700000000000001,0.0027408203122498494,0.0044868620531996325
0.9800000000000001,0.002719232993180536,0.00426681874102563
0.9900000000000001,0.0027019335404575885,0.004070355603718671
1.,0.002688982346420364,0.003902788247954751
1.01,0.002677846936541121,0.003846649375230314
1.02,0.0026713377134728058,0.003825357673472387
1.03,0.002669672213001267,0.003839548925428449
1.04,0.002673067970912352,0.003889858913845982
1.05,0.0026817425229919097,0.003976923421472465
1.06,0.002695913405025787,0.004101378231055379
1.07,0.0027157981527998324,0.004263859125342203
1.08,0.0027416143020998936,0.004465001887080418
1.09,0.0027735793887118192,0.004705442299017505
1.1,0.0028119109484214563,0.004985816143900943
1.11,0.002861381119887104,0.005455021679191722
1.12,0.0029173767994844346,0.005956446608395722
1.1300000000000001,0.002979839486461573,0.00648174110973233
1.1400000000000001,0.003048710680066642,0.007022555361420936
1.15,0.003123931879547764,0.007570539541680918
1.1600000000000001,0.003205444584153068,0.008117343828731699
1.17,0.0032931902931306704,0.008654618400792619
1.1800000000000002,0.0033871105057287024,0.009174013436083117
1.19,0.00348714672119528,0.009667179112822534
1.2000000000000002,0.0035932404387785354,0.010125765609230302
1.21,0.0037106403168577578,0.010416820157825439
1.2200000000000002,0.003833659049541956,0.010664147576206503
1.23,0.003961916490071294,0.010866949736271671
1.2400000000000002,0.004095032491685954,0.011024428509919157
1.25,0.004232626907626101,0.011135785769047142
1.26,0.004374319591131917,0.011200223385553836
1.27,0.004519730395443571,0.011216943231337428
1.28,0.004668479173801238,0.011185147178296119
1.29,0.004820185779445091,0.011104037098328103
1.3,0.004974470065615305,0.010972814863331579
1.31,0.005137452098507793,0.010683781297070448
1.32,0.00530185756610664,0.01034951817097928
1.33,0.005466912369351673,0.009975706208358349
1.34,0.005631842409182717,0.009568026132507934
1.35,0.005795873586539598,0.009132158666728308
1.36,0.0059582318023621425,0.008673784534319747
1.37,0.006118142957590176,0.008198584458582524
1.3800000000000001,0.006274832953163523,0.00771223916281692
1.3900000000000001,0.006427527690022011,0.007220429370323205
1.4000000000000001,0.006575453069105464,0.006728835804401657
