perturbation,mean,noise
-1.0,26.99390243902439,0.5700865971130173
-0.95,25.295454545454547,0.6199584369462768
-0.9,31.973300970873787,0.6467334793276338
-0.85,43.324675324675326,0.517713989185655
-0.8,36.09065934065934,0.5836369403913962
-0.75,53.154761904761905,0.38683056815871525
-0.7,50.04545454545455,0.3910049975149867
-0.65,60.236111111111114,0.1467617620196883
-0.6,57.05172413793103,0.0744406892552746
-0.55,53.18852459016394,0.04578560024667029
-0.5,49.05223880597015,0.04158086287132582
-0.45,45.84375,0.031895783969279085
-0.4,42.30769230769231,0.038163893583135905
-0.35,39.464285714285715,0.03323318213111518
-0.3,36.641666666666666,0.038879996823393555
-0.25,34.19845360824742,0.031600515575617306
-0.2,31.944174757281555,0.033111775729218446
-0.15,29.631696428571427,0.033113863497126896
-0.1,27.69375,0.041268254928464025
-0.05,25.86046511627907,0.03972901978258086
0.0,24.130434782608695,0.045050634229429315
0.05,22.653061224489797,0.04583972138261263
0.1,21.156645569620252,0.06942272861987663
0.15,19.447674418604652,0.1259239265400428
0.2,17.795454545454547,0.22329362967326244
0.25,15.990430622009569,0.2489858225755746
0.3,14.679515418502202,0.26978577098325934
0.35,13.539473684210526,0.28470319014718143
0.4,12.79293893129771,0.3030946808603444
0.45,12.0514440433213,0.2826602899348401
0.5,11.380102040816327,0.3005153775902234
0.55,11.584775086505191,0.301672808462335
0.6,11.130398671096346,0.3070267844647566
0.65,10.740384615384615,0.30615215982270966
0.7,10.740384615384615,0.3053829898875722
0.75,10.568611987381704,0.30685468995241366
0.8,10.5,0.2878402486241622
0.85,10.45546875,0.300385296714958
0.9,10.573575949367088,0.28591207186569456
0.95,10.229357798165138,0.2807905539207221
1.0,10.395186335403727,0.2712358147845659
