perturbation,mean,noise
-1.0,19.11637931034483,0.553426486233511
-0.95,18.532122905027933,0.5557693673774421
-0.9,19.014204545454547,0.5083092529949463
-0.85,19.352601156069365,0.5678165590844231
-0.8,16.854060913705585,0.5407931383213221
-0.75,18.122282608695652,0.5522966222086259
-0.7,21.38474025974026,0.5702183174025351
-0.65,17.636968085106382,0.5121356517417751
-0.6,18.615168539325843,0.5068887329429087
-0.55,20.8921875,0.529819810029097
-0.5,23.940217391304348,0.6007262918345713
-0.45,24.94736842105263,0.5361167048909256
-0.4,24.566666666666666,0.5044725100882805
-0.35,26.860887096774192,0.42685719922509985
-0.3,29.329646017699115,0.3922010529249728
-0.25,33.31060606060606,0.213841661379176
-0.2,32.14182692307692,0.1384637482957675
-0.15,30.666666666666668,0.06797794240542737
-0.1,28.366525423728813,0.04810221008616543
-0.05,26.15625,0.041653482804233685
0.0,24.366788321167885,0.044497048871353355
0.05,22.45945945945946,0.03670161025833793
0.1,20.784375,0.034669835117075956
0.15,19.364825581395348,0.037861048939986555
0.2,17.89572192513369,0.03867342444739894
0.25,16.638059701492537,0.035521005255991236
0.3,15.496527777777779,0.044569232610135116
0.35,14.46103896103896,0.03939577087518338
0.4,13.54251012145749,0.04166047942287885
0.45,12.704372623574145,0.04361800782857906
0.5,11.88563829787234,0.04492691000914796
0.55,11.267676767676768,0.09593129890622047
0.6,10.533018867924529,0.11940186258711777
0.65,10.002985074626865,0.1581965078154769
0.7,9.728197674418604,0.2001466967798608
0.75,9.774052478134111,0.24160996782994124
0.8,9.364525139664805,0.23968559259534244
0.85,9.46742209631728,0.2707235859935704
0.9,9.787280701754385,0.25742356852830345
0.95,9.853676470588235,0.2687532366394842
1.0,9.763119533527696,0.27734767109148356
