perturbation,mean,noise
-2.0,Inf,0.0
-1.95,Inf,0.0
-1.9,Inf,0.0
-1.85,Inf,0.0
-1.8,Inf,0.0
-1.75,Inf,0.0
-1.7,Inf,0.0
-1.65,Inf,0.0
-1.6,794.5,0.42180015225368334
-1.55,682.25,0.2216789968034344
-1.5,401.5,0.6442808426113253
-1.45,177.421875,0.5013504388033538
-1.4,83.6875,0.7428597121758358
-1.35,67.15760869565217,0.4402339320587924
-1.3,49.15384615384615,0.4563303358278371
-1.25,39.1280487804878,0.29749324802554933
-1.2,36.24166666666667,0.26611993935451944
-1.15,36.58516483516483,0.2666206221174114
-1.1,32.87376237623762,0.2864669486042391
-1.05,31.443396226415093,0.2518431976888344
-1.0,29.528761061946902,0.22862079562914664
-0.95,28.41025641025641,0.18615811302658955
-0.9,27.89375,0.19305173481949559
-0.85,27.40289256198347,0.19388650764299387
-0.8,26.98780487804878,0.19355307422715734
-0.75,26.108267716535433,0.16889437121655074
-0.7,25.901162790697676,0.16610625777119337
-0.65,25.95703125,0.16739211123844477
-0.6,25.471374045801525,0.1731766930743892
-0.55,25.06578947368421,0.1132926656703717
-0.5,24.716666666666665,0.12405581331432931
-0.45,24.141304347826086,0.12458263054336055
-0.4,24.157608695652176,0.09820889938295303
-0.35,24.606617647058822,0.10163354150820028
-0.3,23.93525179856115,0.08986172854335202
-0.25,24.37226277372263,0.08312011047082693
-0.2,24.108695652173914,0.08633251149505623
-0.15,24.66111111111111,0.060374817493504936
-0.1,24.845149253731343,0.04999735283137708
-0.05,24.594444444444445,0.04456573174372859
0.0,24.10326086956522,0.041558667533366206
0.05,23.680851063829788,0.03635469947592338
0.1,22.994791666666668,0.0374299593059339
0.15,22.16,0.03873545064201321
0.2,21.6,0.041387654087355286
0.25,20.85377358490566,0.040761390099523995
0.3,20.204545454545453,0.037502491379415935
0.35,19.641176470588235,0.040485575853772285
0.4,19.13362068965517,0.03787009575900073
0.45,18.491666666666667,0.04074468800350264
0.5,18.004032258064516,0.047545486303883715
0.55,17.591269841269842,0.044069713639500935
0.6,17.176546391752577,0.10542652342208152
0.65,16.240243902439026,0.18263199561239185
0.7,15.319954128440367,0.2220754249581447
0.75,13.527327935222672,0.29026703069246945
0.8,13.273809523809524,0.2700367038907589
0.85,12.351476014760147,0.29091640213705916
0.9,12.221715328467154,0.28467788786132403
0.95,11.43236301369863,0.2926733325645755
1.0,11.295608108108109,0.2819898055100431
