perturbation,mean,noise
-2.0,24.240875912408757,0.03731916823411528
-1.8,24.322992700729927,0.041097498848455497
-1.6,24.43014705882353,0.038039164998375355
-1.4,24.208029197080293,0.0426272321389883
-1.2,24.284671532846716,0.04018569108414231
-1.0,24.152173913043477,0.044260473512373215
-0.8,24.317518248175183,0.03881870346944616
-0.6,24.235401459854014,0.04530682086658403
-0.4,24.235401459854014,0.040025408682727706
-0.2,24.25729927007299,0.042160241928309375
0.0,24.284671532846716,0.04417607538705446
0.2,24.295620437956206,0.03878781717644673
0.4,24.208029197080293,0.042792480301892234
0.6,24.11413043478261,0.04132010599198515
0.8,24.026978417266186,0.042913419984120064
1.0,23.91906474820144,0.03768944410577584
1.2,23.764285714285716,0.041999867571935516
1.4,23.365384615384617,0.04971372285237092
1.6,22.955172413793104,0.059936043770395894
1.8,22.05298013245033,0.20345532782842804
2.0,17.054846938775512,0.340892830473245
2.2,13.44858870967742,0.3946553753339578
2.4,11.867021276595745,0.3393852104761542
2.6,11.44263698630137,0.3425392742007633
2.8,10.87987012987013,0.31215175683803276
3.0,10.308461538461538,0.2956404138156787
3.2,10.253834355828221,0.28359900315440195
3.4,9.966517857142858,0.2580407152255409
3.6,9.6657060518732,0.26562230049369384
3.8,9.629310344827585,0.2414618439369631
4.0,9.612068965517242,0.26252949037429596
