perturbation,mean,noise
-2.0,Inf,0.0
-1.95,Inf,0.0
-1.9,Inf,0.0
-1.85,Inf,0.0
-1.8,Inf,0.0
-1.75,Inf,0.0
-1.7,Inf,0.0
-1.65,738.0,1.4012786822294387
-1.6,580.5,0.31643989425842717
-1.55,614.0,0.4317427997227226
-1.5,360.15,0.23799584994337136
-1.45,412.5,0.4857081394152407
-1.4,268.725,0.4809723651969729
-1.35,183.5625,0.5480145338164243
-1.3,98.025,0.473581529786941
-1.25,67.7872340425532,0.6167252570836074
-1.2,56.25,0.48396027095170646
-1.15,47.56521739130435,0.4576138452337079
-1.1,46.0625,0.4909581579944804
-1.05,40.925925925925924,0.37661551341904675
-1.0,40.69207317073171,0.36617717656985693
-0.95,39.22941176470588,0.28366275679798475
-0.9,35.74193548387097,0.2619499156402404
-0.85,33.515151515151516,0.24899829873534507
-0.8,30.529816513761467,0.21998816636936522
-0.75,30.895833333333332,0.181247344047282
-0.7,28.894736842105264,0.19987309864162003
-0.65,28.493589743589745,0.18168936133812433
-0.6,27.5,0.1752677948644898
-0.55,26.860887096774192,0.1558628770739275
-0.5,26.622,0.13818293752553554
-0.45,26.511904761904763,0.12257110193855368
-0.4,25.75,0.11194031609320589
-0.35,25.73076923076923,0.08984716305373365
-0.3,25.848837209302324,0.10379693928472145
-0.25,26.10236220472441,0.059816887810050685
-0.2,25.557692307692307,0.07156617016199614
-0.15,25.385496183206108,0.06611143751537242
-0.1,25.170454545454547,0.06007593541530685
-0.05,24.77777777777778,0.0533848570242273
0.0,24.330882352941178,0.045607563872949536
0.05,23.37676056338028,0.042199970556180195
0.1,22.726027397260275,0.04509513889592405
0.15,21.942434210526315,0.03963044657960536
0.2,21.408653846153847,0.043654737015451694
0.25,20.7515625,0.04416642729610557
0.3,20.096385542168676,0.040782541601935986
0.35,19.473684210526315,0.04069347148596018
0.4,19.137931034482758,0.0487262655662534
0.45,18.37292817679558,0.050844285697418
0.5,17.87566844919786,0.047045855117673
0.55,17.273316062176164,0.049922033103437236
0.6,16.77889447236181,0.08188551235592051
0.65,15.92142857142857,0.14532040459380924
0.7,15.55813953488372,0.15290148125511316
0.75,14.32725321888412,0.2280111388056988
0.8,13.356573705179283,0.2509395875427975
0.85,12.62312030075188,0.3029876535575946
0.9,11.90658362989324,0.29082570815071435
0.95,11.99731182795699,0.2822483342068839
1.0,11.529310344827586,0.31302557162216965
