perturbation,mean,noise
-2.0,Inf,0.0
-1.95,Inf,0.0
-1.9,Inf,0.0
-1.85,Inf,0.0
-1.8,12.0,NaN
-1.75,Inf,0.0
-1.7,Inf,0.0
-1.65,Inf,0.0
-1.6,757.75,0.4257405803918435
-1.55,673.875,0.3582592609019666
-1.5,377.25,0.7411010670121317
-1.45,169.36764705882354,0.7153096786756359
-1.4,91.36764705882354,0.5928452222663183
-1.35,55.43421052631579,0.4981077748793183
-1.3,35.90833333333333,0.3167415676895702
-1.25,35.0625,0.37026985722863937
-1.2,31.285714285714285,0.32480128024026034
-1.15,31.132075471698112,0.24819249774843488
-1.1,28.59698275862069,0.2576298042463959
-1.05,29.125,0.26461209841183325
-1.0,29.738839285714285,0.24602431232941505
-0.95,27.00609756097561,0.18515651267922792
-0.9,26.945121951219512,0.19769331727187076
-0.85,26.745967741935484,0.17274493026199678
-0.8,26.339285714285715,0.1816885807142677
-0.75,26.541666666666668,0.1476315031980892
-0.7,25.615384615384617,0.1567845186305152
-0.65,24.61111111111111,0.1452057065953389
-0.6,24.88992537313433,0.14211358149827039
-0.55,25.107954545454547,0.125840197836529
-0.5,25.136363636363637,0.11502778609679369
-0.45,24.217391304347824,0.09408423539489709
-0.4,24.282608695652176,0.0981832362630786
-0.35,23.9568345323741,0.10751227823394004
-0.3,23.93525179856115,0.08050712795997564
-0.25,24.054347826086957,0.08370020908031262
-0.2,24.26086956521739,0.07268249749472311
-0.15,24.222826086956523,0.08919115747933129
-0.1,24.41058394160584,0.053212374778881744
-0.05,24.605555555555554,0.04732296749790716
0.0,24.279197080291972,0.03893131200956587
0.05,23.664893617021278,0.04391860820402962
0.1,22.95,0.036618161904077594
0.15,22.298657718120804,0.03941663168785901
0.2,21.51290322580645,0.0329434069413826
0.25,20.8546875,0.033381772399574024
0.3,20.15,0.03688647243674452
0.35,19.609649122807017,0.03560694588106108
0.4,19.037142857142857,0.03698492459446026
0.45,18.468232044198896,0.041331809687824406
0.5,18.008064516129032,0.044370647887706505
0.55,17.634920634920636,0.04857178408991596
0.6,17.088461538461537,0.09202804561685123
0.65,16.604477611940297,0.14538726000512045
0.7,15.030405405405405,0.24084658340511353
0.75,13.656122448979591,0.2668947515922295
0.8,12.841954022988507,0.28450424945501085
0.85,12.31549815498155,0.30377276122890706
0.9,11.946428571428571,0.2975336350122215
0.95,11.500862068965517,0.30220890498116526
1.0,11.103476821192054,0.301611552447919
