perturbation,mean,noise
-1.0,15.735849056603774,0.496921720415497
-0.95,16.12864077669903,0.5132673244044912
-0.9,17.356578947368423,0.5089700293265843
-0.85,15.661971830985916,0.5325541611392778
-0.8,17.081632653061224,0.5139460678799816
-0.75,17.589473684210525,0.5698829209159517
-0.7,17.035714285714285,0.49498503820864714
-0.65,18.290983606557376,0.5320039316036584
-0.6,22.278523489932887,0.5982386232095054
-0.55,25.523076923076925,0.5259244952051685
-0.5,28.125,0.5186321660594314
-0.45,32.50735294117647,0.4289434628413306
-0.4,31.08254716981132,0.40155811891761967
-0.35,35.733870967741936,0.2503295699108563
-0.3,36.395604395604394,0.08313093095919548
-0.25,34.5625,0.05122228329741279
-0.2,32.09708737864078,0.04357500442932932
-0.15,29.87162162162162,0.046772907031525965
-0.1,27.82563025210084,0.042890214468507236
-0.05,25.959302325581394,0.03827256978346347
0.0,24.273722627737225,0.03873560466393072
0.05,22.700342465753426,0.03885894802771512
0.1,21.080696202531644,0.04145628991414147
0.15,19.676470588235293,0.037843637535432836
0.2,18.241803278688526,0.04779759663294605
0.25,17.039540816326532,0.05058603178260462
0.3,15.721698113207546,0.05105722573091331
0.35,14.385775862068966,0.06672607342137556
0.4,13.135294117647058,0.0921585884345001
0.45,12.035071942446043,0.15146642442954797
0.5,11.26266891891892,0.16425967024379715
0.55,10.471875,0.20819254222021316
0.6,9.959821428571429,0.2248073804951541
0.65,9.994760479041917,0.2715073041540802
0.7,10.092145015105741,0.2842559769889342
0.75,9.827205882352942,0.29686877389604316
0.8,9.998507462686566,0.2913341915574151
0.85,10.164893617021276,0.2734540023904151
0.9,10.1012084592145,0.2767406858918407
0.95,10.347222222222221,0.2688144805431864
1.0,10.411490683229813,0.2703571413184668
