perturbation,mean,noise
-1.0,23.33916083916084,0.5520457002589776
-0.95,17.81149732620321,0.5174013510950137
-0.9,19.548529411764704,0.5222126066724326
-0.85,20.909235668789808,0.5920227738162598
-0.8,20.6953125,0.5124687088748446
-0.75,19.803571428571427,0.5551531575015185
-0.7,20.25,0.5677228291573525
-0.65,23.95108695652174,0.6431594883198922
-0.6,26.526,0.5609906495770768
-0.55,23.649280575539567,0.5967739634653435
-0.5,27.90126050420168,0.5329953395310332
-0.45,31.557692307692307,0.4381443812086471
-0.4,27.39344262295082,0.49494121474615127
-0.35,39.151785714285715,0.20933489981021988
-0.3,33.72704081632653,0.26149213657023923
-0.25,34.69736842105263,0.13216841900198767
-0.2,32.87376237623762,0.09701250353154599
-0.15,30.19090909090909,0.06597798565058263
-0.1,28.002100840336134,0.04681825017942633
-0.05,26.1796875,0.05528001113895149
0.0,24.20108695652174,0.04594167786816419
0.05,22.68877551020408,0.04829844782449291
0.1,21.132911392405063,0.048485743218039855
0.15,19.828402366863905,0.04844585679173385
0.2,18.525,0.06845838855193968
0.25,17.390625,0.07664398102879484
0.3,16.20509708737864,0.1616600120385061
0.35,14.836666666666666,0.1858670621421386
0.4,13.75,0.20654544396355567
0.45,12.628301886792453,0.2269781919450572
0.5,11.861702127659575,0.24924325433597228
0.55,11.73157894736842,0.255930855429438
0.6,11.16220735785953,0.24266374582770953
0.65,10.780645161290323,0.23342056477866285
0.7,10.817961165048544,0.2917270255209521
0.75,10.669585987261147,0.24210337023505313
0.8,10.518867924528301,0.2642389317471733
0.85,10.044161676646707,0.2616138287875995
0.9,10.436915887850468,0.2646033581873193
0.95,10.121601208459214,0.2624153959647309
1.0,10.374613003095975,0.2621103237738228
