perturbation,mean,noise
-2.0,Inf,0.0
-1.95,Inf,0.0
-1.9,Inf,0.0
-1.85,74.25,NaN
-1.8,Inf,0.0
-1.75,Inf,0.0
-1.7,1282.5,0.17284832429004496
-1.65,342.2142857142857,0.6395416189840112
-1.6,284.7,0.6372763021757181
-1.55,106.65517241379311,0.4292215621203477
-1.5,70.7215909090909,0.5419309176613694
-1.45,49.6875,0.4330135338223375
-1.4,47.87686567164179,0.4041477844591008
-1.35,38.4593023255814,0.34225202134222177
-1.3,37.53409090909091,0.3396156461865114
-1.25,34.05154639175258,0.2641648002432022
-1.2,34.5703125,0.2637437190360265
-1.15,32.5514705882353,0.2829725737788898
-1.1,30.848130841121495,0.25451355837168727
-1.05,30.939252336448597,0.21035820818318596
-1.0,29.349557522123895,0.18702103030243247
-0.95,29.36946902654867,0.21208459905486593
-0.9,28.99342105263158,0.15019849052600925
-0.85,28.512820512820515,0.19927961199484925
-0.8,28.32051282051282,0.17058961242718795
-0.75,27.725206611570247,0.16147599979579255
-0.7,27.964285714285715,0.16680264779295007
-0.65,27.17827868852459,0.11989603219367823
-0.6,28.002100840336134,0.11017174863637022
-0.55,27.146341463414632,0.13588702027069352
-0.5,27.5875,0.14523882323071344
-0.45,27.21516393442623,0.12059152837906356
-0.4,27.76875,0.10941433738552689
-0.35,27.84375,0.076471157267218
-0.3,27.76875,0.06422657804948044
-0.25,27.7125,0.04959971153517081
-0.2,27.00609756097561,0.04574337234781251
-0.15,26.31547619047619,0.0448852517600989
-0.1,25.813953488372093,0.04502465578807811
-0.05,24.996268656716417,0.03784156351404843
0.0,24.21195652173913,0.04283548828638037
0.05,23.524647887323944,0.038811266351383995
0.1,22.86986301369863,0.03658845422985722
0.15,22.205,0.03891555032711244
0.2,21.52741935483871,0.047006505102855166
0.25,20.87735849056604,0.05685475210491069
0.3,20.28201219512195,0.1421503351387728
0.35,19.673076923076923,0.16819311300114737
0.4,17.642857142857142,0.2488641284798647
0.45,15.434027777777779,0.30934150203649363
0.5,14.385775862068966,0.3256794182085925
0.55,14.366379310344827,0.29676029766862266
0.6,12.508426966292134,0.3110880623489289
0.65,11.796654929577464,0.3331800653361844
0.7,12.701704545454545,0.29426683804390313
0.75,11.848939929328623,0.32282907929886046
0.8,11.265151515151516,0.32417633049936373
0.85,11.354237288135593,0.3156911421869652
0.9,11.03960396039604,0.317143169265512
0.95,10.69108280254777,0.30275229502698797
1.0,10.50705329153605,0.30675787856685754
