time,phosphorylation level
0.0,0.1369166666666667
0.1,0.13949999999999999
0.2,0.14300000000000002
0.30000000000000004,0.14591666666666667
0.4,0.14933333333333335
0.5,0.1525
0.6,0.15475
0.7,0.1585
0.7999999999999999,0.16216666666666665
0.8999999999999999,0.16541666666666668
0.9999999999999999,0.1685833333333333
1.0999999999999999,0.1720833333333333
1.2,0.1759166666666667
1.3,0.17825000000000005
1.4000000000000001,0.18075
1.5000000000000002,0.18308333333333335
1.6000000000000003,0.18458333333333335
1.7000000000000004,0.18783333333333332
1.8000000000000005,0.19116666666666668
1.9000000000000006,0.19475000000000003
2.0000000000000004,0.1991666666666667
2.1000000000000005,0.20283333333333334
2.2000000000000006,0.2056666666666667
2.3000000000000007,0.20916666666666667
2.400000000000001,0.21141666666666667
2.500000000000001,0.21291666666666664
2.600000000000001,0.21683333333333332
2.700000000000001,0.21950000000000003
2.800000000000001,0.22233333333333336
2.9000000000000012,0.22433333333333336
3.0000000000000013,0.22675
3.1000000000000014,0.22925000000000004
3.2000000000000015,0.23099999999999998
3.3000000000000016,0.23416666666666666
3.4000000000000017,0.2365
3.5000000000000018,0.23883333333333337
3.600000000000002,0.241
3.700000000000002,0.2426666666666667
3.800000000000002,0.2445
3.900000000000002,0.247
4.000000000000002,0.24925
4.100000000000001,0.2520833333333333
4.200000000000001,0.25416666666666665
4.300000000000001,0.2559166666666667
4.4,0.25766666666666665
4.5,0.2588333333333333
4.6,0.2614166666666667
4.699999999999999,0.26391666666666663
4.799999999999999,0.2658333333333333
4.899999999999999,0.26866666666666666
4.999999999999998,0.27175
5.099999999999998,0.27275
5.1999999999999975,0.2735
5.299999999999997,0.27508333333333335
5.399999999999997,0.2768333333333333
5.4999999999999964,0.2791666666666667
5.599999999999996,0.2808333333333334
5.699999999999996,0.282
5.799999999999995,0.28400000000000003
5.899999999999995,0.2865
5.999999999999995,0.28825
6.099999999999994,0.2885
6.199999999999994,0.2900833333333333
6.299999999999994,0.29125
6.399999999999993,0.29108333333333336
6.499999999999993,0.29225
6.5999999999999925,0.29366666666666663
6.699999999999992,0.29491666666666666
6.799999999999992,0.2963333333333334
6.8999999999999915,0.29675
6.999999999999991,0.29783333333333334
7.099999999999991,0.299
7.19999999999999,0.3005
7.29999999999999,0.3009166666666666
7.39999999999999,0.30225
7.499999999999989,0.3034166666666667
7.599999999999989,0.3050833333333333
7.699999999999989,0.30491666666666667
7.799999999999988,0.3060833333333334
7.899999999999988,0.3063333333333333
7.999999999999988,0.30725
8.099999999999987,0.3075833333333334
8.199999999999987,0.30916666666666665
8.299999999999986,0.3105833333333333
8.399999999999986,0.31016666666666665
8.499999999999986,0.3099166666666667
8.599999999999985,0.3110833333333334
8.699999999999985,0.3104166666666667
8.799999999999985,0.31100000000000005
8.899999999999984,0.31016666666666665
8.999999999999984,0.31074999999999997
9.099999999999984,0.31091666666666673
9.199999999999983,0.31016666666666665
9.299999999999983,0.30975
9.399999999999983,0.30983333333333335
9.499999999999982,0.3094166666666667
9.599999999999982,0.3089166666666667
9.699999999999982,0.30883333333333335
9.799999999999981,0.3081666666666667
9.89999999999998,0.3080833333333333
9.99999999999998,0.30766666666666664
10.09999999999998,0.30741666666666667
10.19999999999998,0.3071666666666667
10.29999999999998,0.30641666666666667
10.399999999999979,0.3056666666666667
10.499999999999979,0.3045833333333333
10.599999999999978,0.304
10.699999999999978,0.30308333333333337
10.799999999999978,0.3025833333333333
10.899999999999977,0.30175
10.999999999999977,0.3013333333333334
11.099999999999977,0.30133333333333334
11.199999999999976,0.2999166666666667
11.299999999999976,0.2985
11.399999999999975,0.2981666666666667
11.499999999999975,0.29775
11.599999999999975,0.2958333333333334
11.699999999999974,0.29575
11.799999999999974,0.29433333333333334
11.899999999999974,0.2926666666666667
11.999999999999973,0.28958333333333336
12.099999999999973,0.2871666666666667
12.199999999999973,0.2848333333333333
12.299999999999972,0.2811666666666667
12.399999999999972,0.27858333333333335
12.499999999999972,0.27641666666666664
12.599999999999971,0.27408333333333335
12.69999999999997,0.272
12.79999999999997,0.2695
12.89999999999997,0.2675
12.99999999999997,0.26533333333333337
13.09999999999997,0.26283333333333336
13.199999999999969,0.261
13.299999999999969,0.25866666666666666
13.399999999999968,0.25675
13.499999999999968,0.25458333333333333
13.599999999999968,0.25233333333333335
13.699999999999967,0.2505833333333333
13.799999999999967,0.24841666666666665
13.899999999999967,0.2456666666666667
13.999999999999966,0.24425000000000002
14.099999999999966,0.24191666666666667
14.199999999999966,0.23916666666666664
14.299999999999965,0.237
14.399999999999965,0.2351666666666667
14.499999999999964,0.23325
14.599999999999964,0.2315833333333333
14.699999999999964,0.22974999999999998
14.799999999999963,0.2275
14.899999999999963,0.22583333333333336
14.999999999999963,0.22358333333333333
15.099999999999962,0.22208333333333335
15.199999999999962,0.2195
15.299999999999962,0.21708333333333332
15.399999999999961,0.21508333333333335
15.499999999999961,0.21308333333333335
15.59999999999996,0.21158333333333335
15.69999999999996,0.21000000000000002
15.79999999999996,0.20783333333333334
15.89999999999996,0.20566666666666664
15.99999999999996,0.20375000000000001
16.09999999999996,0.20216666666666666
16.19999999999996,0.2000833333333333
16.29999999999996,0.19800000000000004
16.399999999999963,0.19691666666666668
16.499999999999964,0.19575
16.599999999999966,0.194
16.699999999999967,0.19275
16.79999999999997,0.19175
16.89999999999997,0.19033333333333333
16.99999999999997,0.18875
17.099999999999973,0.1875
17.199999999999974,0.18583333333333335
17.299999999999976,0.18483333333333335
17.399999999999977,0.18291666666666667
17.49999999999998,0.18125
