time,phosphorylation level
0.0,0.13
1.0,0.1708333333333333
2.0,0.20566666666666666
3.0,0.23991666666666667
4.0,0.26758333333333334
5.0,0.2896666666666667
6.0,0.30425
7.0,0.316
8.0,0.3183333333333333
9.0,0.31616666666666665
10.0,0.30924999999999997
11.0,0.29833333333333334
12.0,0.28425
13.0,0.26833333333333337
14.0,0.25
15.0,0.2304166666666667
16.0,0.2084166666666667
17.0,0.18841666666666668
18.0,0.1684166666666667
19.0,0.15258333333333335
20.0,0.13741666666666666
21.0,0.12166666666666667
22.0,0.11058333333333334
23.0,0.10275000000000001
24.0,0.1005
25.0,0.10516666666666666
26.0,0.11200000000000002
27.0,0.125
28.0,0.14408333333333334
29.0,0.16466666666666668
30.0,0.18224999999999997
31.0,0.199
32.0,0.21216666666666667
33.0,0.22258333333333333
34.0,0.22783333333333333
35.0,0.23133333333333334
36.0,0.227
37.0,0.2253333333333333
38.0,0.21600000000000003
39.0,0.20566666666666666
40.0,0.1911666666666667
41.0,0.17683333333333331
42.0,0.16358333333333333
43.0,0.14966666666666667
44.0,0.13716666666666666
45.0,0.12341666666666667
46.0,0.10966666666666668
47.0,0.10058333333333334
48.0,0.09775
49.0,0.10133333333333333
50.0,0.10816666666666667
51.0,0.12058333333333333
52.0,0.13558333333333333
53.0,0.1554166666666667
54.0,0.1725833333333333
55.0,0.18891666666666668
56.0,0.2045
57.0,0.2155
58.0,0.22275
59.0,0.2255
60.0,0.22583333333333333
61.0,0.22325
62.0,0.21866666666666668
63.0,0.20883333333333332
64.0,0.19791666666666669
65.0,0.18541666666666667
66.0,0.1711666666666667
67.0,0.16008333333333333
68.0,0.14658333333333334
69.0,0.13258333333333333
70.0,0.12383333333333332
71.0,0.11549999999999999
72.0,0.10891666666666666
73.0,0.11216666666666668
74.0,0.12116666666666667
75.0,0.12966666666666668
76.0,0.14125
77.0,0.15141666666666664
78.0,0.16158333333333336
79.0,0.17383333333333334
80.0,0.18166666666666664
81.0,0.18783333333333332
82.0,0.19333333333333333
83.0,0.19133333333333333
84.0,0.19025
85.0,0.1845
86.0,0.17700000000000002
87.0,0.1695
88.0,0.16
89.0,0.15258333333333335
90.0,0.14275000000000002
91.0,0.13183333333333333
92.0,0.12108333333333333
93.0,0.11424999999999999
94.0,0.10916666666666666
95.0,0.10791666666666667
96.0,0.11175
97.0,0.11991666666666666
98.0,0.13033333333333336
99.0,0.14591666666666667
100.0,0.16183333333333333
101.0,0.18008333333333335
102.0,0.19725
103.0,0.20575000000000002
104.0,0.214
105.0,0.21733333333333335
