time,phosphorylation level
0.0,0.1286904761904762
1.0,0.165
2.0,0.19976190476190475
3.0,0.23714285714285718
4.0,0.26321428571428573
5.0,0.285
6.0,0.30047619047619045
7.0,0.30964285714285716
8.0,0.31511904761904763
9.0,0.31119047619047613
10.0,0.3028571428571429
11.0,0.29297619047619045
12.0,0.2752380952380952
13.0,0.2588095238095238
14.0,0.2369047619047619
15.0,0.2170238095238095
16.0,0.1961904761904762
17.0,0.17714285714285716
18.0,0.1570238095238095
19.0,0.14047619047619048
20.0,0.1254761904761905
21.0,0.11392857142857143
22.0,0.10702380952380953
23.0,0.10297619047619049
24.0,0.10023809523809524
25.0,0.1061904761904762
26.0,0.11595238095238096
27.0,0.12726190476190474
28.0,0.1413095238095238
29.0,0.15773809523809526
30.0,0.17607142857142857
31.0,0.18952380952380954
32.0,0.20273809523809525
33.0,0.21357142857142858
34.0,0.22190476190476194
35.0,0.2254761904761905
36.0,0.2261904761904762
37.0,0.22035714285714286
38.0,0.21345238095238095
39.0,0.20833333333333334
40.0,0.19821428571428568
41.0,0.18916666666666668
42.0,0.17452380952380953
43.0,0.16202380952380951
44.0,0.14666666666666667
45.0,0.13333333333333333
46.0,0.1186904761904762
47.0,0.10761904761904761
48.0,0.09821428571428573
49.0,0.09309523809523809
50.0,0.09261904761904761
51.0,0.09333333333333334
52.0,0.10095238095238096
53.0,0.11357142857142857
54.0,0.12797619047619047
55.0,0.14702380952380953
56.0,0.16464285714285712
57.0,0.1844047619047619
58.0,0.19904761904761906
59.0,0.21202380952380956
60.0,0.22142857142857145
61.0,0.22654761904761905
62.0,0.22845238095238093
63.0,0.22309523809523812
64.0,0.2194047619047619
65.0,0.21273809523809525
66.0,0.2
67.0,0.18773809523809526
68.0,0.1742857142857143
69.0,0.16261904761904764
70.0,0.14511904761904762
71.0,0.12928571428571428
72.0,0.11940476190476192
73.0,0.10857142857142857
74.0,0.10333333333333333
75.0,0.0988095238095238
76.0,0.09952380952380951
77.0,0.10178571428571428
78.0,0.10833333333333332
79.0,0.11595238095238095
80.0,0.13
81.0,0.1448809523809524
82.0,0.1611904761904762
83.0,0.17607142857142857
84.0,0.19130952380952382
85.0,0.20202380952380955
86.0,0.20726190476190476
87.0,0.21392857142857144
88.0,0.21428571428571427
89.0,0.21428571428571427
90.0,0.2119047619047619
91.0,0.20642857142857146
92.0,0.1964285714285714
93.0,0.18892857142857142
94.0,0.1763095238095238
95.0,0.16202380952380951
96.0,0.14726190476190476
97.0,0.13285714285714287
98.0,0.12107142857142858
99.0,0.10726190476190477
100.0,0.09869047619047619
101.0,0.09476190476190476
102.0,0.09607142857142857
103.0,0.10142857142857144
104.0,0.10809523809523809
105.0,0.11952380952380953
106.0,0.13333333333333333
107.0,0.14750000000000002
108.0,0.16238095238095238
109.0,0.17726190476190476
