"#period","damping","phase diffusion coefficient"
22.85719908535177,0.009523113862024552,0.00040807178066350956
23.1118775714737,0.0020700380302623067,0.00021519810883939198
23.538433889670614,0.0007201848219902689,0.000039703503564705975
23.61149283575576,0.002488673628992252,0.00008564939884967202
23.82838044323116,0.0011534139174105285,0.00007678543379655466
23.688376396598816,0.00006935161412974233,0.000043168691875129065
23.97032399897275,0.000405633128702344,0.0000831206410736795
24.25866553206984,0.002130665725844035,0.0000991540614020951
23.595886313078154,0.0008273717619339723,0.00004498510612771909
23.302211546365566,0.0016868394707586333,0.0000506121712885901
24.091917358095888,0.00016687950712237302,0.000026322571519643094
23.37382149758357,0.0005145545200038726,0.00009440661940203525
23.436844141859005,0.001400521236226117,0.00004952019899302515
23.58605143068485,0.00029077513561224876,0.00006669489056901633
23.60013031267267,0.0010024187939157187,0.00006283585414918796
23.427034650849457,0.001215633831602107,0.00008565275116553322
23.630880572575844,0.0002971664570532812,0.00003854442683113658
23.40779171234268,0.0014979504197710544,0.000057486878804137945
23.464221323402306,0.0010204422050483543,0.0000629349626881108
23.701605230890838,0.00032573355771473765,0.000038831826440095776
23.750222492033103,0.00009879886355222703,0.000046925765576539564
24.004874508789865,0.001032189165980837,0.00006064582180168878
23.61046482784518,0.00122920488391501,0.00003786080110695314
23.613734003611576,0.000866990747184926,0.00006280103843349991
23.569947308898747,0.00043514143392079437,0.00004577268740234014
22.80217855927948,0.003089866633960027,0.00008962541441092437
24.262995369006262,0.0018277261659104438,0.000023136281251882552
23.286463069224162,0.0008168844361445231,0.000029184321810302023
23.50641322677476,0.0010842331039314873,0.000029338014571684557
23.7880897450964,0.0008508401183745166,0.000045426386512564916
23.4085424597826,0.0011945080357539804,0.000018692006432037855
23.644785257163203,0.0023849321620950164,0.00007119957647344944
23.50592473555065,0.0005744072130754563,0.00003478727684385086
24.298402612658215,0.0013054092449729757,0.0000908250068305289
23.213513382348772,0.001241217258278989,0.000024366728931010736
23.168258320653923,0.00042758351687852413,0.00003325653280647551
23.704363495730117,0.0008281566666511501,0.000028696893096345807
23.39762344963367,0.0023063961269269295,0.00006332409958132868
23.182678890196595,1.3006889643332865e-9,0.00009160279658435483
23.56149524988507,1.4673476406589388e-11,0.000025347238699665485
23.64422162329077,0.0010469161831985613,0.00004377793137916156
22.77551641833023,0.014038617390054967,0.000350741390796099
23.908634845027215,0.003102126084853304,0.00007534070406402906
23.678306895289133,0.010458714811027102,0.00019600320530861835
23.769748246504395,0.0014913185046760758,0.00016116630991432778
23.383566644689644,0.0017325754354748327,0.0000512799725549198
23.616208039542535,0.0011054844589193352,0.00004315876669644788
23.637771532957046,0.0019876817002903954,0.0000545357928769354
23.485389744686717,0.0017806163107903594,0.00003052643717557432
24.051441101490678,0.0017405135431998453,0.000056159466955860984
23.47863062863701,0.0005459753460392892,0.000027783040629069307
23.25147363068073,0.0019775408803131256,0.00004185331143243181
23.370139091041935,0.0018031588181400251,0.00005667277739215511
23.454752517573432,0.0009601677815620982,0.000028728140170088715
23.820688684550742,0.0011287204089423467,0.00001554589048879443
23.308185525442152,0.0009727958371419504,0.00002822762287663091
23.963089312256965,0.0029303873771558955,0.00010808821134497291
23.38891406047502,0.0006602310105367016,0.00007420374748849713
23.510460736293904,0.0010174844914461337,0.000049782132528789624
24.02762854203388,0.002341764712123003,0.00004363982469547354
24.508690849068163,0.007713044270199806,0.000052057557922137614
23.257817936328625,0.0017218148495461191,0.00004520373017332383
23.752339304216214,0.005175177618123699,0.00014220048393014077
23.00551442118508,0.015107814233191028,0.0004597777003217411
23.480415768161073,0.001482000003959598,0.00007025784249721903
23.57351590801498,0.0016190006302645458,0.000055724105838493165
23.437149715084665,0.0033396518629493347,0.00011040203730079215
22.941752155781423,0.002082320009529517,0.00006180697222582879
23.174081410674262,0.00217490550055721,0.00004700039758280279
23.86920880624827,0.0015825470181296455,0.00008268629309038279
23.494980058488874,0.0037997119749866365,0.0001227124773464483
23.360091831124972,0.0037241976143565325,0.00009942474869108388
23.00122389226293,0.002105321812976648,0.00005510412878089856
23.182685152232676,0.0018976583655804585,0.0000400221747433617
23.141788079377264,0.0016852628927636214,0.00004684150578193423
23.518332515793638,0.0028139668753436238,0.00010529649038648208
23.712892662498913,0.0015576372377097997,0.00009032029317296928
23.56065581654409,0.0017452771155938725,0.000057639524165128865
23.11899398654473,0.002045924771693593,0.00010927460026304685
23.535091711727258,0.0012654589597085359,0.000047916178948208716
23.208681074793038,0.0019396911806788012,0.00004090128629751553
23.096885777265975,0.0017744230278142737,0.0000495754928732917
23.40219647194297,0.0019278669783953481,0.00005771797623855
23.528918278515455,0.0009332544279740067,0.00009979713136708014
23.702618029614634,0.001423735976063931,0.00004522530780272163
23.240176041383794,0.0008879922287698723,0.00004411851445907587
23.518187527616604,0.00009393845142846951,0.00003727477212363501
23.545428946848556,0.0009588030953082902,0.00005290734961818772
23.49177199214258,0.000595285923732993,0.00003988435259282945
23.404118271176394,0.0007252501854806358,0.000045205267909165994
23.249592603807415,0.001347930367149409,0.00005673195761797703
23.51636609799446,0.001330222477583617,0.000052913938849202455
23.20692170137906,0.0017037488505804396,0.00005150415637580053
23.014340548895397,0.0009224740022118643,0.00003952912225988935
23.68704156317596,3.4984723687232133e-12,0.000035003007534774024
