"#period","damping","phase diffusion coefficient"
42.19227394428744,0.011293368515748206,0.0026225771508551804
1.0226177873004239e9,0.1314577394264812,0.0012008417265240705
21.88845838547097,0.0030556550547678725,0.00038647477265822
38.361797068450905,0.03067576155173189,0.0003822903152178821
15.28301082842855,0.0005648197645000157,0.002258505399876103
41.97554576902291,0.011798719553647675,0.00046907858467189797
152.90920178296932,0.008155543021208462,0.0040486846400958655
16.365358828611754,0.004415677923146773,0.0014892034571477885
32.20100462708927,0.1972132887268132,0.006927642382169691
18.782880006994755,0.025302943081568205,0.0060932119647493736
21.145397288577172,0.10823396367867194,0.004624688715580439
19.899196025841608,0.016501235249761794,0.0025525762513707935
31.104559613289624,0.18380110454702508,0.010186404306526557
25.936573798686748,1.338541459463267e-9,0.0030339307458085055
17.089026176175643,0.0026137422029280095,0.001075306533891684
19.871137380703317,0.09814462358218957,0.0026575410633469226
16.074470541018535,0.005945405268376282,0.001225451899906706
17.465410469764272,0.01690769032601813,0.0023998122590159847
18.3359521027436,0.010111653348787025,0.0007223246190730839
331.52713194123305,0.1956232700343858,0.004662534314844926
24.609661330383204,0.05155793277855708,0.0006286825262434117
18.291955793935227,0.11169432198486742,0.006324092187279198
26.38556769192546,0.06898982758806552,0.0015234851626415137
20.320041127708457,0.09511715836369093,0.005591562428650711
20.40324817706964,0.07356071800968988,0.0020018074300897407
39.50011820852686,0.2068385527131733,0.005792203519887518
29.872683217972376,0.3195907578155221,0.001312230199188705
79.11082635650833,1.905736468294021e-9,0.00007264715127452962
20.35092835692521,0.03711446298652831,0.0007697772271149537
70.79563602035138,0.009770680954914946,0.0016991535208260634
21.589265083207472,0.011951811030777826,0.00039003852414944227
19.20300135178485,0.06886222327827822,0.0011774025274956096
21.333907795798396,0.0015362281510636945,0.00034252297941510387
23.49350336439517,0.0061203875406608,0.0002512331640564737
36.40571969487856,0.14207985562270542,0.011585706529879067
25.66034962694644,0.006051055898391251,0.0005758813880910648
16.11837085442271,0.013232987744390717,0.0011211732229530875
17.681342499263636,0.023294829847669153,0.0004287158335255351
19.10751964845935,0.0038861419149904715,0.0005617755464234904
57.62838223060611,1.3634122796241186e-11,0.007375306634790795
20.612966206627203,8.378302917349297e-10,0.0019790303210343117
22.118510419344553,0.0014231094179897523,0.00048151177543372386
81.34874370829405,1.3589478765791973e-9,0.0007068278367155293
19.3663490522755,4.571614428230047e-9,0.0001110693771030053
18.781425436024538,0.017963456664124678,0.0005470162832511148
21.714753472550044,0.0008753079451622326,0.0001579230437926376
45.64841758518125,0.013852704042811905,0.001870343728472003
28.228571054294576,0.05279212235103693,0.002002029653019487
5.919867197744579e8,0.33747754272836794,0.0018550504428282034
17.87446378312737,3.2810919658937644e-9,0.000573602539127786
23.753229433657083,0.01596613302378556,0.001011862907932875
21.604082632778773,0.03116217151461338,0.0009412154287951154
19.494447046625474,0.02102390535005269,0.010141488705848054
17.333645184556726,0.027286750298214663,0.003451230711597105
21.868537044223906,0.07259862336844132,0.004357034158076855
36.27296837248223,0.035129932169724196,0.0007294497527947681
17.30811931642772,0.03209473573322315,0.0009396025075307867
21.711855682267732,0.027358165346811056,0.0028310081657854005
18.413101930935014,0.1385882589375081,0.0013207832448416156
66.23486045052472,1.0036191471553735e-10,0.0007358100554836149
18.695484579353465,0.013429981127090401,0.005638337840531232
59.49441359202973,0.005458999713145332,0.002267678878326783
23.759281412611802,0.00384767994604826,0.0006768775086211438
66.07488849640295,1.004388190966638e-10,0.001067216819882722
60.02200397202315,0.006180813936572406,0.0038300306066934788
40.89683246772134,0.021057417557686465,0.00021124751504389446
19.09061698334367,0.023021179069965016,0.0008741389037034272
18.50666398801685,0.010687150581937319,0.0003853413409158407
17.91244797954446,0.01493645358925245,0.003718941061090838
15.59014375093009,0.12396411587104197,0.012586888468951512
