-78
-77.2
-76.5
-75.8
-75
-74.2
-73.5
-72.8
-72
-71.2
-70.5
-69.8
-69
-68.2
-67.5
-66.8
-66
-65.2
-64.5
-63.8
-63
-62.2
-61.5
-60.8
-60
-59.2
-58.5
-57.8
-57
-56.2
-55.5
-54.8
-54
-53.2
-52.5
-51.8
-51
-50.2
-49.5
-48.8
-48
-47.2
-46.5
-45.8
-45
-44.2
-43.5
-42.8
-42
-41.2
-40.5
-39.8
-39
-38.2
-37.5
-36.8
-36
-35.2
-34.5
-33.8
-33
-32.2
-31.5
-30.8
-30
-29.2
-28.5
-27.8
-27
-26.2
-25.5
-24.8
-24
-23.2
-22.5
-21.8
-21
-20.2
-19.5
-18.8
-18
-17.2
-16.5
-15.8
-15
-14.2
-13.5
-12.8
-12
-11.2
-10.5
-9.8
-9
-8.2
-7.5
-6.8
-6
-5.2
-4.5
-3.8
-3
-2.2
-1.5
-0.8
0
0.8
1.5
2.2
3
3.8
4.5
5.2
6
6.8
7.5
8.2
9
9.8
10.5
11.2
12
12.8
13.5
14.2
15
15.8
16.5
17.2
18
18.8
19.5
20.2
21
21.8
22.5
23.2
24
24.8
25.5
26.2
27
27.8
28.5
29.2
30
30.8
31.5
32.2
33
33.8
34.5
35.2
36
36.8
37.5
38.2
39
39.8
40.5
41.2
42
42.8
43.5
44.2
45
45.8
46.5
47.2
48
48.8
49.5
50.2
51
51.8
52.5
53.2
54
54.8
55.5
56.2
57
57.8
58.5
59.2
60
60.8
61.5
62.2
63
63.8
64.5
65.2
66
66.8
67.5
68.2
69
69.8
70.5
71.2
72
72.8
73.5
74.2
75
75.8
76.5
77.2
78
